観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
11001,北海道 宗谷地方,宗谷岬（ソウヤミサキ）,,2023,04,30,18,20,21.0,8,21.0,4,18,20,8,,,150.0,8,2020,08,07,40,8,1990,04,24,1978
11016,北海道 宗谷地方,稚内（ワッカナイ）,47401,2023,04,30,18,20,18.0,8,18.0,4,18,20,8,,,195.5,8,2016,09,06,51.5,8,2023,04,17,1976
11046,北海道 宗谷地方,礼文（レブン）,,2023,04,30,18,20,19.0,8,19.0,4,18,20,8,,,183.0,8,2014,08,24,51.5,8,2011,04,17,2003
11061,北海道 宗谷地方,声問（コエトイ）,,2023,04,30,18,20,1.0,8,3.0,4,01,40,8,,,157.0,8,2016,09,06,30.0,8,2021,04,19,2003
11076,北海道 宗谷地方,浜鬼志別（ハマオニシベツ）,,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,141.0,8,2015,07,14,42,8,2003,04,30,1978
11091,北海道 宗谷地方,本泊（モトドマリ）,,2023,04,30,18,20,7.5,8,7.5,4,18,20,8,,,176.5,8,2016,09,06,28.5,8,2022,04,09,2003
11121,北海道 宗谷地方,沼川（ヌマカワ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,111.0,8,2020,08,07,59,8,1989,04,17,1977
11151,北海道 宗谷地方,沓形（クツガタ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,168.0,8,2016,09,06,90,8,1989,04,17,1976
11176,北海道 宗谷地方,豊富（トヨトミ）,,2023,04,30,18,20,12.5,8,12.5,4,18,20,8,,,129.5,8,2014,08,24,49,8,2002,04,25,1976
11206,北海道 宗谷地方,浜頓別（ハマトンベツ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,118,8,1981,08,06,65,8,1989,04,17,1976
11276,北海道 宗谷地方,中頓別（ナカトンベツ）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,139.0,8,2015,10,09,69.0,8,2021,04,30,1976
11291,北海道 宗谷地方,北見枝幸（キタミエサシ）,47402,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,154.0,8,2015,10,09,77,8,1989,04,17,1976
11316,北海道 宗谷地方,歌登（ウタノボリ）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,170,8,1979,10,20,77.0,8,2023,04,17,1976
13011,北海道 宗谷地方,幌延（ホロノベ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,129.0,8,2014,08,24,31.5,8,2021,04,19,2006
12011,北海道 上川地方,中川（ナカガワ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,167.0,8,2022,08,09,40,8,2003,04,30,1977
12041,北海道 上川地方,音威子府（オトイネップ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,158.0,8,2022,08,09,45.0,8,2021,04,30,1978
12066,北海道 上川地方,小車（オグルマ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,159,8,2006,10,08,45.5,8,2021,04,30,2006
12141,北海道 上川地方,美深（ビフカ）,,2023,04,30,18,20,5.0,8,5.0,4,18,20,8,,,151.5,8,2014,08,05,35,8,1990,04,24,1976
12181,北海道 上川地方,名寄（ナヨロ）,,2023,04,30,18,20,16.0,8,16.0,4,18,20,8,,,153.5,8,2014,08,05,37,8,1991,04,30,1976
12217,北海道 上川地方,西風連（ニシフウレン）,,2023,04,30,18,20,20.0,8,20.0,4,18,20,8,,,160.0,8,2014,08,05,28.0,8,2011,04,17,2006
12231,北海道 上川地方,下川（シモカワ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,192,8,1981,08,04,31.0,8,2021,04,30,1976
12256,北海道 上川地方,剣淵（ケンブチ）,,2023,04,30,18,20,17.5,8,17.5,4,18,20,8,,,147.0,8,2011,09,03,27.5,8,2011,04,17,2006
12261,北海道 上川地方,士別（シベツ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,167,8,1981,08,04,38,8,1991,04,30,1976
12266,北海道 上川地方,朝日（アサヒ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,179,8,1981,08,04,33,8,1991,04,30,1976
12301,北海道 上川地方,和寒（ワッサム）,,2023,04,30,18,20,16.5,8,16.5,4,18,20,8,,,163,8,1981,08,05,46,8,1991,04,30,1977
12386,北海道 上川地方,江丹別（エタンベツ）,,2023,04,30,18,20,15.0,8,15.0,4,18,20,8,,,167,8,2000,09,02,45.5,8,2021,04,30,1977
12396,北海道 上川地方,比布（ピップ）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,154,4,1981,08,05,35.0,8,2011,04,17,1976
12411,北海道 上川地方,上川（カミカワ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,146.5,8,2016,08,21,37,8,2000,04,12,1976
12442,北海道 上川地方,旭川（アサヒカワ）,47407,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,168,8,1981,08,04,36,8,2000,04,12,1976
12451,北海道 上川地方,東川（ヒガシカワ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,144.5,8,2016,08,21,43,8,2000,04,12,1977
12457,北海道 上川地方,瑞穂（ミズホ）,,2023,04,30,18,20,12.5,8,12.5,4,18,20,8,,,151.0,8,2011,09,03,47,8,2000,04,12,1984
12471,北海道 上川地方,層雲峡（ソウウンキョウ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,198,4,1981,08,06,78,8,2000,04,11,1976
12501,北海道 上川地方,東神楽（ヒガシカグラ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,134.0,8,2018,07,03,25.0,8,2021,04,30,2003
12512,北海道 上川地方,志比内（シビナイ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,151.0,8,2011,09,03,52,8,2000,04,12,1993
12551,北海道 上川地方,美瑛（ビエイ）,,2023,04,30,18,20,10.0,8,10.0,4,18,20,8,,,149,4,1981,08,05,42,8,2000,04,12,1976
12596,北海道 上川地方,上富良野（カミフラノ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,212,4,1981,08,05,51,8,2000,04,11,1977
12607,北海道 上川地方,白金（シロガネ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,191.0,8,2016,08,23,87,8,2000,04,11,1984
12626,北海道 上川地方,富良野（フラノ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,196,4,1981,08,06,66,8,2000,04,11,1976
12632,北海道 上川地方,麓郷（ロクゴウ）,,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,175,8,1981,08,06,56,8,2000,04,11,1978
12686,北海道 上川地方,金山（カナヤマ）,,2023,04,30,18,20,19.0,8,19.0,4,18,20,8,,,158,8,2006,08,19,61.0,8,2011,04,24,2006
12691,北海道 上川地方,幾寅（イクトラ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,210,8,2001,09,11,53.0,8,2013,04,08,1977
12746,北海道 上川地方,占冠（シムカップ）,,2023,04,30,18,20,16.5,8,16.5,4,18,20,8,,,243,8,2003,08,10,75.0,8,2011,04,24,1977
15041,北海道 上川地方,朱鞠内（シュマリナイ）,,2023,04,30,18,20,20.0,8,20.0,4,18,20,8,,,197.5,8,2014,08,05,39,8,1990,04,24,1978
15076,北海道 上川地方,幌加内（ホロカナイ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,228,8,1988,08,26,48,8,1990,04,24,1976
13061,北海道 留萌地方,天塩（テシオ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,146.5,8,2014,08,24,49,8,2002,04,25,1976
13086,北海道 留萌地方,遠別（エンベツ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,219.0,8,2022,08,09,53,8,2002,04,25,1976
13121,北海道 留萌地方,初山別（ショサンベツ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,157.0,8,2022,08,09,51,8,2002,04,25,1977
13146,北海道 留萌地方,焼尻（ヤギシリ）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,179,8,1982,08,22,46,8,2002,04,25,1977
13181,北海道 留萌地方,羽幌（ハボロ）,47404,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,159.5,8,2014,08,05,47.0,8,2011,04,17,1976
13206,北海道 留萌地方,古丹別（コタンベツ）,,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,148,8,2000,09,02,49,8,2002,04,25,1976
13261,北海道 留萌地方,達布（タップ）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,182,8,1988,08,26,59.0,8,2011,04,17,1977
13277,北海道 留萌地方,留萌（ルモイ）,47406,2023,04,30,18,20,10.0,8,10.0,4,18,20,8,,,146.0,8,2018,07,03,46,8,1990,04,24,1976
13311,北海道 留萌地方,増毛（マシケ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,140.0,8,2011,09,03,48,8,1990,04,24,1976
13321,北海道 留萌地方,幌糠（ホロヌカ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,250,4,1988,08,26,62,8,1990,04,24,1977
14026,北海道 石狩地方,浜益（ハママス）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,182.5,8,2011,09,03,56,8,1990,04,24,1977
14071,北海道 石狩地方,厚田（アツタ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,194,8,1981,08,05,55,8,1990,04,24,1977
14101,北海道 石狩地方,新篠津（シンシノツ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,180,8,1981,08,05,86,8,1990,04,23,1976
14116,北海道 石狩地方,山口（ヤマグチ）,,2023,04,30,18,20,7.5,8,7.5,4,18,20,8,,,193,8,1981,08,05,69,8,2006,04,21,1976
14121,北海道 石狩地方,石狩（イシカリ）,,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,122,8,2001,09,11,59,8,1990,04,24,1990
14136,北海道 石狩地方,江別（エベツ）,,2023,04,30,18,20,8.0,8,8.0,4,18,20,8,,,127.0,8,2016,08,17,55.5,8,2021,04,18,2000
14157,北海道 石狩地方,手稲山（テイネヤマ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,153.5,8,2011,09,06,64.0,8,2013,04,07,2010
14163,北海道 石狩地方,札幌（サッポロ）,47412,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,220,8,1981,08,23,60.5,8,2013,04,07,1976
14191,北海道 石狩地方,小金湯（コガネユ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,277,8,1981,08,23,83.0,8,2013,04,07,1976
14206,北海道 石狩地方,恵庭島松（エニワシママツ）,,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,264,8,1981,08,05,176,8,1990,04,23,1976
14286,北海道 石狩地方,支笏湖畔（シコツコハン）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,280.0,8,2014,09,11,171,8,1982,04,16,1976
14296,北海道 石狩地方,千歳（チトセ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,213.5,8,2014,09,12,63.5,8,2021,04,18,2003
15116,北海道 空知地方,石狩沼田（イシカリヌマタ）,,2023,04,30,18,20,15.0,8,15.0,4,18,20,8,,,422,8,1988,08,26,52,8,1990,04,24,1976
15156,北海道 空知地方,秩父別（チップベツ）,,2023,04,30,18,20,17.0,8,17.0,4,18,20,8,,,33.5,8,2023,04,27,33.5,8,2023,04,27,2022
15161,北海道 空知地方,深川（フカガワ）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,201,8,1981,08,05,41,8,1990,04,24,1976
15197,北海道 空知地方,雨竜（ウリュウ）,,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,150.5,8,2011,09,03,44.0,8,2021,04,18,2006
15216,北海道 空知地方,新城（シンジョウ）,,2023,04,30,18,20,14.5,8,14.5,4,18,20,8,,,184,8,1988,08,26,57.5,8,2021,04,30,1984
15231,北海道 空知地方,空知吉野（ソラチヨシノ）,,2023,04,30,18,20,18.5,8,18.5,4,18,20,8,,,221,8,1988,08,26,65,8,1990,04,24,1978
15241,北海道 空知地方,滝川（タキカワ）,,2023,04,30,18,20,16.5,8,17.0,4,18,00,8,,,198,8,1981,08,05,47.0,8,2011,04,24,1976
15247,北海道 空知地方,赤平（アカビラ）,,2023,04,30,18,20,15.0,8,15.0,4,18,20,8,,,175.0,8,2016,08,21,45.0,8,2011,04,24,2006
15251,北海道 空知地方,芦別（アシベツ）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,195,8,1981,08,05,50,8,1985,04,24,1976
15276,北海道 空知地方,浦臼（ウラウス）,,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,159,8,1988,08,26,77,8,1990,04,24,1983
15311,北海道 空知地方,月形（ツキガタ）,,2023,04,30,18,20,22.0,8,22.0,4,18,20,8,,,166,8,1981,08,05,82,8,1990,04,24,1976
15321,北海道 空知地方,美唄（ビバイ）,,2023,04,30,18,20,17.5,8,17.5,4,18,20,8,,,254,8,1981,08,04,82,8,1990,04,24,1976
15356,北海道 空知地方,岩見沢（イワミザワ）,47413,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,264,8,1981,08,04,106,8,1990,04,23,1976
15391,北海道 空知地方,栗沢（クリサワ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,258,8,1981,08,04,116,8,1990,04,23,1976
15431,北海道 空知地方,長沼（ナガヌマ）,,2023,04,30,18,20,5.0,8,5.0,4,18,20,8,,,273,4,1981,08,05,154,8,1990,04,23,1976
15442,北海道 空知地方,夕張（ユウバリ）,,2023,04,30,18,20,10.0,8,10.0,4,18,20,8,,,172,8,1981,08,05,97.0,8,2011,04,24,1976
15451,北海道 空知地方,鹿島（カシマ）,,2023,04,30,18,20,22.5,8,22.5,4,18,20,8,,,167,8,2001,09,11,83.0,8,2011,04,24,1983
15491,北海道 空知地方,沼の沢（ヌマノサワ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,176,8,2001,09,11,111,8,1990,04,23,1983
16026,北海道 後志地方,美国（ビクニ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,189.0,8,2011,09,02,76,8,1998,04,13,1976
16061,北海道 後志地方,神恵内（カモエナイ）,,2023,04,30,18,20,12.5,8,12.5,4,18,20,8,,,171.5,8,2010,07,30,87,8,1998,04,13,1977
16076,北海道 後志地方,余市（ヨイチ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,149.0,8,2011,09,03,54,8,1998,04,13,1976
16091,北海道 後志地方,小樽（オタル）,47411,2023,04,30,18,20,7.0,8,7.0,4,18,20,8,,,126,8,1988,08,26,51,8,1991,04,30,1976
16126,北海道 後志地方,赤井川（アカイガワ）,,2023,04,30,18,20,15.5,8,15.5,4,18,20,8,,,142,8,2006,10,08,66,8,1982,04,11,1976
16156,北海道 後志地方,共和（キョウワ）,,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,122,8,1981,08,23,46.0,8,2013,04,07,1976
16206,北海道 後志地方,蘭越（ランコシ）,,2023,04,30,18,20,7.5,8,7.5,4,18,20,8,,,148,8,1981,08,23,72.0,8,2013,04,07,1976
16217,北海道 後志地方,倶知安（クッチャン）,47433,2023,04,30,18,20,16.5,8,16.5,4,18,20,8,,,157,8,1981,08,23,47.0,8,2013,04,07,1976
16252,北海道 後志地方,寿都（スッツ）,47421,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,156.5,4,2011,09,02,53.5,8,2013,04,08,1976
16272,北海道 後志地方,ニセコ（ニセコ）,,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,118.5,8,2011,09,06,38.0,8,2021,04,18,2010
16281,北海道 後志地方,真狩（マッカリ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,154,8,1981,08,23,45,8,1998,04,14,1976
16286,北海道 後志地方,喜茂別（キモベツ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,172,8,1981,08,23,44,8,1998,04,14,1976
16321,北海道 後志地方,黒松内（クロマツナイ）,,2023,04,30,18,20,17.5,8,17.5,4,18,20,8,,,194.5,8,2017,09,18,86,8,1982,04,16,1976
17036,北海道 網走・北見・紋別地方,雄武（オウム）,47405,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,164.5,8,2015,10,09,61.5,8,2021,04,30,1976
17076,北海道 網走・北見・紋別地方,興部（オコッペ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,163,8,1998,09,17,71.0,8,2021,04,30,1976
17091,北海道 網走・北見・紋別地方,西興部（ニシオコッペ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,183,8,2006,10,08,55.0,8,2021,04,30,1976
17112,北海道 網走・北見・紋別地方,紋別（モンベツ）,47435,2023,04,30,18,20,7.0,8,7.0,4,18,20,8,,,207.0,8,2015,10,09,66.5,8,2021,04,30,1976
17116,北海道 網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,181.5,4,2015,10,09,15.0,4,2023,04,17,2003
17166,北海道 網走・北見・紋別地方,湧別（ユウベツ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,193.5,8,2015,10,09,69.5,8,2021,04,30,1976
17196,北海道 網走・北見・紋別地方,滝上（タキノウエ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,161,8,2006,10,08,68.0,8,2021,04,30,1976
17211,北海道 網走・北見・紋別地方,上藻別（カミモベツ）,,2023,04,30,18,20,10.0,8,10.0,4,18,20,8,,,218,8,1998,09,17,88.0,8,2021,04,30,1976
17246,北海道 網走・北見・紋別地方,常呂（トコロ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,162,8,1992,09,12,51,8,2000,04,28,1976
17306,北海道 網走・北見・紋別地方,遠軽（エンガル）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,220,8,2006,10,08,75.5,8,2021,04,30,1976
17316,北海道 網走・北見・紋別地方,佐呂間（サロマ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,185.0,8,2015,10,09,89.5,8,2021,04,30,1976
17341,北海道 網走・北見・紋別地方,網走（アバシリ）,47409,2023,04,30,18,20,13.0,8,13.0,4,18,20,8,,,182,8,1992,09,12,56,8,2000,04,29,1976
17351,北海道 網走・北見・紋別地方,宇登呂（ウトロ）,,2023,04,30,18,20,9.5,8,9.5,4,18,20,8,,,417,8,1981,08,06,146.0,8,2013,04,08,1976
17386,北海道 網走・北見・紋別地方,丸瀬布（マルセップ）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,148,8,2006,10,08,76.0,8,2021,04,30,1984
17482,北海道 網走・北見・紋別地方,白滝（シラタキ）,,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,176.0,8,2011,09,03,69,8,2006,04,21,1993
17501,北海道 網走・北見・紋別地方,生田原（イクタハラ）,,2023,04,30,18,20,6.0,8,6.0,4,18,20,8,,,145,8,2006,10,08,79.5,8,2021,04,30,1976
17512,北海道 網走・北見・紋別地方,仁頃山（ニコロヤマ）,,2023,04,30,18,20,5.0,4,5.0,4,18,20,8,,,163,8,2006,10,09,75.5,8,2021,04,30,2006
17521,北海道 網走・北見・紋別地方,北見（キタミ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,146,8,2006,08,19,47,8,2000,04,28,1976
17531,北海道 網走・北見・紋別地方,女満別（メマンベツ）,,2023,04,30,18,20,16.0,8,16.0,4,18,20,8,,,183.5,4,2015,10,09,50.0,8,2021,04,30,2003
17541,北海道 網走・北見・紋別地方,東藻琴（ヒガシモコト）,,2023,04,30,18,20,14.5,8,14.5,4,18,20,8,,,171.5,8,2015,10,09,52,8,2000,04,29,1978
17546,北海道 網走・北見・紋別地方,小清水（コシミズ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,218,8,1992,09,12,55,8,2000,04,29,1976
17561,北海道 網走・北見・紋別地方,斜里（シャリ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,205,8,1992,09,12,69.0,8,2013,04,08,1976
17596,北海道 網走・北見・紋別地方,留辺蘂（ルベシベ）,,2023,04,30,18,20,7.0,8,7.0,4,18,20,8,,,150,8,2006,08,19,75,8,2000,04,11,1976
17607,北海道 網走・北見・紋別地方,境野（サカイノ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,179,8,2006,08,19,53.5,8,2021,04,30,1977
17631,北海道 網走・北見・紋別地方,美幌（ビホロ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,144.0,8,2015,10,09,66,8,2000,04,12,1976
17642,北海道 網走・北見・紋別地方,山園（ヤマゾノ）,,2023,04,30,18,20,13.5,8,13.5,4,18,20,8,,,192.5,8,2015,10,09,61.5,8,2021,04,30,2010
17686,北海道 網走・北見・紋別地方,置戸常元（オケトツネモト）,,2023,04,30,18,20,6.5,8,6.5,4,18,20,8,,,181,8,2006,08,19,47.0,8,2014,04,04,2006
17717,北海道 網走・北見・紋別地方,津別（ツベツ）,,2023,04,30,18,20,12.5,8,12.5,4,18,20,8,,,152,8,2001,09,12,55.5,8,2021,04,30,1988
17776,北海道 網走・北見・紋別地方,津別二又（ツベツフタマタ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,159,8,2006,08,19,60.5,8,2021,04,30,2006
18038,北海道 根室地方,羅臼（ラウス）,,2023,04,30,18,20,23.5,8,23.5,4,18,20,8,,,184.0,8,2016,09,09,101.5,8,2013,04,08,2005
18091,北海道 根室地方,糸櫛別（イトクシベツ）,,2023,04,30,18,20,30.0,8,30.0,4,18,20,8,,,202,8,1987,10,18,114.5,8,2013,04,08,1978
18136,北海道 根室地方,標津（シベツ）,,2023,04,30,18,20,25.5,8,25.5,4,18,20,8,,,189,8,2006,10,08,134.5,8,2013,04,08,1976
18161,北海道 根室地方,上標津（カミシベツ）,,2023,04,30,18,20,25.0,8,25.0,4,18,20,8,,,129.0,8,2014,08,11,86.0,8,2013,04,07,2003
18171,北海道 根室地方,中標津（ナカシベツ）,,2023,04,30,18,20,24.5,8,24.5,4,18,20,8,,,205,8,2006,10,08,117.5,8,2013,04,07,1976
18174,北海道 根室地方,根室中標津（ネムロナカシベツ）,,2023,04,30,18,20,25.0,8,25.0,4,18,20,8,,,157,8,2006,10,08,56.0,8,2021,04,30,2003
18256,北海道 根室地方,別海（ベツカイ）,,2023,04,30,18,20,20.5,8,20.5,4,18,20,8,,,212,8,2006,10,08,118.5,8,2013,04,07,1976
18273,北海道 根室地方,根室（ネムロ）,47420,2023,04,30,18,20,16.5,8,16.5,4,18,20,8,,,213,8,1992,09,11,125,8,1990,04,30,1976
18281,北海道 根室地方,納沙布（ノサップ）,,2023,04,30,18,20,12.0,8,12.0,4,18,20,8,,,157,8,1998,08,30,102,8,1990,04,30,1976
18311,北海道 根室地方,厚床（アットコ）,,2023,04,30,18,20,18.0,8,18.0,4,18,20,8,,,196,8,1986,09,04,113,8,1990,04,30,1977
19021,北海道 釧路地方,川湯（カワユ）,,2023,04,30,18,20,14.0,8,14.0,4,18,20,8,,,181,8,1988,11,25,85,8,2000,04,12,1976
19051,北海道 釧路地方,弟子屈（テシカガ）,,2023,04,30,18,20,20.0,8,20.0,4,18,20,8,,,155,8,1992,09,12,93,8,2006,04,21,1977
19076,北海道 釧路地方,阿寒湖畔（アカンコハン）,,2023,04,30,18,20,17.5,8,17.5,4,18,20,8,,,288,8,1981,08,06,125,8,2000,04,11,1976
19151,北海道 釧路地方,標茶（シベチャ）,,2023,04,30,18,20,26.5,8,26.5,4,18,20,8,,,173,8,2003,08,10,100.5,8,2013,04,07,1976
19191,北海道 釧路地方,鶴居（ツルイ）,,2023,04,30,18,20,25.0,8,25.0,4,18,20,8,,,196,8,2003,08,10,101.0,8,2011,04,24,1977
19261,北海道 釧路地方,中徹別（ナカテシベツ）,,2023,04,30,18,20,22.5,8,22.5,4,18,20,8,,,193,8,2005,09,08,128,8,2006,04,21,1976
19281,北海道 釧路地方,塘路（トウロ）,,2023,04,30,18,20,25.0,8,25.0,4,18,20,8,,,180,8,2003,08,10,113.5,8,2013,04,07,1983
19301,北海道 釧路地方,茶内原野（チャナイゲンヤ）,,2023,04,30,18,20,21.0,8,21.0,4,18,20,8,,,190.5,8,2013,09,17,119.5,8,2013,04,07,1984
19311,北海道 釧路地方,榊町（サカキマチ）,,2023,04,30,18,20,17.0,8,17.0,4,18,20,8,,,187,8,2003,06,21,99,8,1990,04,30,1977
19346,北海道 釧路地方,阿寒（アカン）,,2023,04,30,18,20,26.0,8,26.0,4,18,20,8,,,240,8,2005,09,08,118.5,8,2011,04,24,1976
19347,北海道 釧路地方,鶴丘（ツルオカ）,,2023,04,30,18,20,22.0,8,22.0,4,18,20,8,,,215,8,2003,07,11,119.5,4,2009,04,22,2003
19376,北海道 釧路地方,太田（オオタ）,,2023,04,30,18,20,23.0,8,23.0,4,18,20,8,,,208.0,8,2015,09,19,125.5,8,2013,04,07,1977
19406,北海道 釧路地方,二俣（フタマタ）,,2023,04,30,18,20,18.0,8,18.0,4,18,20,8,,,219,8,2002,07,11,152.5,8,2021,04,18,1976
19416,北海道 釧路地方,白糠（シラヌカ）,,2023,04,30,18,20,19.5,8,19.5,4,18,20,8,,,172,8,2003,07,11,96.5,8,2009,04,22,1976
19432,北海道 釧路地方,釧路（クシロ）,47418,2023,04,30,18,20,21.0,8,21.0,4,18,20,8,,,183.0,8,2021,09,18,101.5,8,2013,04,07,1976
19451,北海道 釧路地方,知方学（チッポマナイ）,,2023,04,30,18,20,26.0,8,26.0,4,18,20,8,,,226,8,1986,09,04,93.0,8,2013,04,07,1978
20047,北海道 十勝地方,三股（ミツマタ）,,2023,04,30,18,20,18.0,8,18.0,4,18,20,8,,,201,8,2006,08,19,63.5,8,2013,04,08,2006
20071,北海道 十勝地方,小利別（ショウトシベツ）,,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,181,8,2006,08,19,55.5,8,2011,04,24,1983
20146,北海道 十勝地方,陸別（リクベツ）,,2023,04,30,18,20,11.5,8,11.5,4,18,20,8,,,168,8,2006,08,19,63,8,2000,04,11,1976
20186,北海道 十勝地方,ぬかびら源泉郷（ヌカビラゲンセンキョウ）,,2023,04,30,18,20,14.5,8,14.5,4,18,20,8,,,303,8,1981,08,05,167,8,2000,04,11,1976
20202,北海道 十勝地方,柏倉（カシワクラ）,,2023,04,30,18,20,11.0,8,11.0,4,18,20,8,,,193,8,2003,08,10,104,8,2000,04,11,1983
20222,北海道 十勝地方,上螺湾（カミラワン）,,2023,04,30,18,20,10.5,8,10.5,4,18,20,8,,,179,4,1988,11,25,104,8,2000,04,11,1983
20266,北海道 十勝地方,上士幌（カミシホロ）,,2023,04,30,18,20,8.5,8,8.5,4,18,20,8,,,202,8,2006,08,19,95,8,1990,04,23,1976
20276,北海道 十勝地方,足寄（アショロ）,,2023,04,30,18,20,9.0,8,9.0,4,18,20,8,,,177,8,2003,08,10,69.5,8,2021,04,18,1976
