観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,5日の最大値(mm),5日の最大値の品質情報,5日の最大値起時（時）(まで),5日の最大値起時（分）(まで),5日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,4日までの観測史上1位の値(mm),4日までの観測史上1位の値の品質情報,4日までの観測史上1位の値の年,4日までの観測史上1位の値の月,4日までの観測史上1位の値の日,4日までの7月の1位の値(mm),4日までの7月の1位の値の品質情報,4日までの7月の1位の値の年,4日までの7月の1位の値の月,4日までの7月の1位の値の日,統計開始年
20341,北海道 十勝地方,本別（ホンベツ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,61,8,2003,08,10,42.0,8,2020,07,11,1976
20356,北海道 十勝地方,新得（シントク）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,80,4,1981,08,05,44.5,8,2011,07,14,1976
20361,北海道 十勝地方,鹿追（シカオイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,65.0,8,2016,08,17,55,8,1982,07,21,1976
20371,北海道 十勝地方,駒場（コマバ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,59.5,8,2017,09,18,41,8,1984,07,17,1977
20421,北海道 十勝地方,芽室（メムロ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,55,8,1981,08,05,40,8,2002,07,17,1976
20432,北海道 十勝地方,帯広（オビヒロ）,47417,2024,07,05,15,50,0.0,8,0.0,4,,,,,,70.5,8,2017,09,18,47,8,2002,07,11,1976
20441,北海道 十勝地方,池田（イケダ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,59,8,2003,08,10,42.0,8,2009,07,27,1976
20451,北海道 十勝地方,留真（ルシン）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,70.0,8,2017,09,18,52,8,2002,07,11,1984
20506,北海道 十勝地方,浦幌（ウラホロ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,66.0,8,2012,08,10,55,8,2005,07,31,1976
20551,北海道 十勝地方,帯広泉（オビヒロイズミ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,64.0,8,2017,09,18,37.0,8,2009,07,27,2003
20556,北海道 十勝地方,糠内（ヌカナイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,91.0,8,2017,09,18,55,8,2002,07,11,1978
20601,北海道 十勝地方,上札内（カミサツナイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,100,8,1994,08,19,41.0,8,2008,07,18,1977
20606,北海道 十勝地方,更別（サラベツ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,99,8,1998,09,16,50,8,1999,07,14,1977
20631,北海道 十勝地方,大津（オオツ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,80,8,1985,09,07,64,8,2003,07,11,1977
20696,北海道 十勝地方,大樹（タイキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,169.0,8,2017,09,18,58,8,1999,07,14,1976
20751,北海道 十勝地方,広尾（ヒロオ）,47440,2024,07,05,15,50,0.0,8,0.0,4,,,,,,160,8,1998,09,16,58.0,8,2009,07,10,1976
21031,北海道 胆振地方,安平（アビラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,118.5,8,2014,09,11,62.5,8,2023,07,01,1976
21111,北海道 胆振地方,厚真（アツマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,69,8,2006,08,19,60.5,8,2023,07,01,1976
21126,北海道 胆振地方,穂別（ホベツ）,,2024,07,05,15,50,0.0,8,3.0,4,00,30,8,,,120,8,2000,08,15,63,8,1996,07,15,1976
21161,北海道 胆振地方,大滝（オオタキ）,,2024,07,05,15,50,2.5,8,2.5,4,15,50,8,,,105.0,8,2016,08,30,47.5,8,2010,07,29,1976
21171,北海道 胆振地方,森野（モリノ）,,2024,07,05,15,50,1.0,8,1.0,4,15,50,8,,,168.5,8,2011,08,21,89,8,1992,07,18,1976
21187,北海道 胆振地方,苫小牧（トマコマイ）,47424,2024,07,05,15,50,0.0,8,0.0,4,,,,,,147.0,8,2014,09,11,63.5,8,2008,07,28,1976
21226,北海道 胆振地方,大岸（オオキシ）,,2024,07,05,15,50,3.0,8,3.0,4,15,50,8,,,87,8,1985,09,01,50.0,8,2010,07,24,1977
21237,北海道 胆振地方,洞爺湖温泉（トウヤコオンセン）,,2024,07,05,15,50,1.5,8,1.5,4,15,50,8,,,62,8,1985,09,01,49,8,2007,07,28,1978
21251,北海道 胆振地方,カルルス（カルルス）,,2024,07,05,15,50,1.5,8,1.5,4,15,50,8,,,110.5,8,2014,09,10,100,8,1999,07,13,1985
21261,北海道 胆振地方,白老（シラオイ）,,2024,07,05,15,50,0.5,8,0.5,4,15,50,8,,,160,8,1979,10,03,88.5,8,2019,07,13,1976
21276,北海道 胆振地方,鵡川（ムカワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,91.0,8,2012,09,25,53,8,2000,07,26,1976
21297,北海道 胆振地方,伊達（ダテ）,,2024,07,05,15,50,2.0,8,2.0,4,15,50,8,,,61.5,8,2022,08,08,37.5,8,2010,07,29,2007
21312,北海道 胆振地方,登別（ノボリベツ）,,2024,07,05,15,50,0.5,8,0.5,4,15,50,8,,,338,8,1983,09,25,103,8,1999,07,13,1976
21323,北海道 胆振地方,室蘭（ムロラン）,47423,2024,07,05,15,50,1.0,8,1.0,4,15,50,8,,,79.0,8,2021,08,10,64.0,8,2008,07,23,1976
22036,北海道 日高地方,日高（ヒダカ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,115,8,2003,08,09,56.5,8,2009,07,13,1977
22072,北海道 日高地方,仁世宇（ニセウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,104,4,2003,08,09,48.5,8,2023,07,01,1985
22106,北海道 日高地方,旭（アサヒ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,179,8,2003,08,09,66.5,8,2008,07,23,1985
22141,北海道 日高地方,日高門別（ヒダカモンベツ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,130,8,1981,08,05,67,8,2000,07,26,1976
22156,北海道 日高地方,新和（シンワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,130,8,2003,08,09,95,8,1984,07,17,1976
22206,北海道 日高地方,笹山（ササヤマ）,,2024,07,05,15,50,0.0,8,0.5,4,00,20,8,,,86,8,1996,09,21,56.0,8,2016,07,28,1987
22241,北海道 日高地方,静内（シズナイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,107,8,1978,08,14,50.5,8,2016,07,28,1976
22291,北海道 日高地方,三石（ミツイシ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,72,8,1981,08,05,70.5,8,2016,07,28,1977
22306,北海道 日高地方,中杵臼（ナカキネウス）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,185.5,8,2023,10,05,82.0,8,2016,07,28,1978
22327,北海道 日高地方,浦河（ウラカワ）,47426,2024,07,05,15,50,0.0,8,0.0,4,,,,,,83.0,8,2013,09,16,55.5,8,2016,07,28,1976
22356,北海道 日高地方,目黒（メグロ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,152,8,1985,09,07,102,8,2003,07,11,1978
22366,北海道 日高地方,幌満（ホロマン）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,92.5,8,2011,10,07,69,8,2003,07,11,1978
22391,北海道 日高地方,えりも岬（エリモミサキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,81,8,1985,09,07,49.0,8,2010,07,12,1978
23031,北海道 渡島地方,長万部（オシャマンベ）,,2024,07,05,15,50,3.0,8,3.0,4,15,50,8,,,150,8,1985,09,01,55.0,8,2017,07,31,1976
23086,北海道 渡島地方,八雲（ヤクモ）,,2024,07,05,15,50,4.5,8,4.5,4,15,50,8,,,118.0,8,2013,08,09,75.0,8,2017,07,22,1976
23166,北海道 渡島地方,森（モリ）,,2024,07,05,15,50,1.0,8,1.0,4,15,50,8,,,114,8,2007,07,28,114,8,2007,07,28,2002
23191,北海道 渡島地方,大沼（オオヌマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,122,8,2007,07,28,122,8,2007,07,28,1976
23206,北海道 渡島地方,川汲（カックミ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,187,8,1998,09,16,125,8,2007,07,28,1976
23226,北海道 渡島地方,北斗（ホクト）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,161,8,1991,10,15,93,8,2007,07,28,1976
23232,北海道 渡島地方,函館（ハコダテ）,47430,2024,07,05,15,50,0.0,8,0.0,4,,,,,,87.5,8,2022,08,08,79.0,8,2017,07,22,1976
23281,北海道 渡島地方,高松（タカマツ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,115.0,8,2022,08,08,95.5,8,2008,07,23,2003
23291,北海道 渡島地方,戸井泊（トイトマリ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,148.0,8,2021,08,09,68,8,2007,07,28,2003
23321,北海道 渡島地方,知内（シリウチ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,111.5,8,2021,11,02,63.5,8,2008,07,07,2004
23326,北海道 渡島地方,木古内（キコナイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,164.5,8,2021,11,02,81.5,8,2008,07,23,1976
23356,北海道 渡島地方,千軒（センゲン）,,2024,07,05,15,50,0.0,8,1.0,4,08,40,8,,,146,8,1994,09,22,85,8,1996,07,29,1978
23376,北海道 渡島地方,松前（マツマエ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,110.0,8,2013,08,09,69.0,8,2019,07,29,1977
24141,北海道 渡島地方,熊石（クマイシ）,,2024,07,05,15,50,1.5,8,1.5,4,15,50,8,,,103.0,8,2013,08,09,73.0,8,2017,07,22,1976
24041,北海道 檜山地方,せたな（セタナ）,,2024,07,05,15,50,2.5,8,2.5,4,15,50,8,,,101,8,1985,09,01,67.0,8,2017,07,22,1976
24051,北海道 檜山地方,今金（イマカネ）,,2024,07,05,15,50,2.5,8,2.5,4,15,50,8,,,89,8,1985,09,01,78.5,8,2017,07,22,1976
24101,北海道 檜山地方,奥尻（オクシリ）,,2024,07,05,15,50,1.5,8,1.5,4,15,50,8,,,75.0,8,2016,07,02,75.0,8,2016,07,02,2000
24156,北海道 檜山地方,米岡（ヨネオカ）,,2024,07,05,15,50,1.0,8,1.0,4,15,50,8,,,84.0,8,2010,08,11,69.5,8,2010,07,29,2003
24166,北海道 檜山地方,潮見（シオミ）,,2024,07,05,15,50,0.5,8,0.5,4,15,50,8,,,101,8,1982,08,22,76.0,8,2017,07,22,1976
24201,北海道 檜山地方,鶉（ウズラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,111.0,8,2013,08,18,54.5,8,2017,07,22,1977
24217,北海道 檜山地方,江差（エサシ）,47428,2024,07,05,15,50,0.0,8,0.0,4,,,,,,105,8,1995,08,20,58,8,1984,07,17,1976
24236,北海道 檜山地方,石崎（イシザキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,137,8,1996,08,23,58,8,1984,07,17,1977
31001,青森県,大間（オオマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,123,8,1998,08,03,61,8,2000,07,18,1976
31036,青森県,湯野川（ユノカワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,112.5,8,2016,07,31,112.5,8,2016,07,31,2005
31111,青森県,むつ（ムツ）,47576,2024,07,05,15,50,0.0,8,0.0,4,,,,,,82.0,8,2016,08,17,61,8,2000,07,18,1976
31121,青森県,小田野沢（オダノサワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,103,8,1982,09,13,55,8,2007,07,28,1976
31136,青森県,今別（イマベツ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,102.5,8,2022,08,03,70,8,1990,07,25,1976
31156,青森県,脇野沢（ワキノサワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,106,8,2005,09,18,103,8,2000,07,25,1976
31186,青森県,市浦（シウラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,114.0,8,2010,09,01,60,8,2001,07,03,1976
31201,青森県,蟹田（カニタ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,76.5,8,2012,09,10,76.0,8,2017,07,22,1976
31296,青森県,五所川原（ゴショガワラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,65,8,1998,08,06,50.0,8,2020,07,11,1976
31312,青森県,青森（アオモリ）,47575,2024,07,05,15,50,0.0,8,0.0,4,,,,,,117,8,2000,07,25,117,8,2000,07,25,1976
31321,青森県,大和山（ヤマトヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,107.0,8,2016,08,17,48,8,2001,07,31,1976
31332,青森県,野辺地（ノヘジ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,115.5,8,2016,08,17,61.0,8,2023,07,11,2008
31336,青森県,六ケ所（ロッカショ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,100.0,8,2016,08,17,58,8,1992,07,21,1982
31366,青森県,鰺ケ沢（アジガサワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,81,8,2006,08,29,58.0,8,2015,07,25,1976
31386,青森県,青森大谷（アオモリオオタニ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,82.0,8,2012,07,16,82.0,8,2012,07,16,2003
31411,青森県,七戸（シチノヘ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,108,8,2007,11,12,71.5,8,2017,07,22,1977
31436,青森県,深浦（フカウラ）,47574,2024,07,05,15,50,0.5,8,0.5,4,15,50,8,,,154.0,8,2022,08,03,58.5,8,2014,07,10,1976
31451,青森県,岳（ダケ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,96,8,1977,08,05,58.0,8,2012,07,16,1976
31461,青森県,弘前（ヒロサキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,117,8,1977,08,05,40.5,8,2012,07,16,1976
31466,青森県,黒石（クロイシ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,117,8,1977,08,05,56.0,8,2012,07,16,1976
31482,青森県,酸ケ湯（スカユ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,94.5,8,2016,08,30,79.0,8,2017,07,22,1976
31506,青森県,三沢（ミサワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,88,8,1990,11,05,45.0,8,2017,07,22,1976
31551,青森県,大鰐（オオワニ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,93.5,8,2013,09,16,62.0,8,2017,07,22,2010
31562,青森県,温川（ヌルカワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,122.0,8,2017,07,22,122.0,8,2017,07,22,1983
31586,青森県,十和田（トワダ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,137,8,1990,10,26,57.0,8,2017,07,22,1976
31602,青森県,八戸（ハチノヘ）,47581,2024,07,05,15,50,0.0,8,0.0,4,,,,,,72,8,2001,09,11,56.0,8,2017,07,23,1976
31646,青森県,碇ケ関（イカリガセキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,115.5,8,2022,08,03,85.5,8,2017,07,22,1976
31662,青森県,休屋（ヤスミヤ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,85.0,8,2022,08,03,60.5,8,2017,07,22,1982
31671,青森県,戸来（ヘライ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,114,8,1999,10,28,58.0,8,2017,07,22,1978
31721,青森県,三戸（サンノヘ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,126,8,1999,10,28,71.0,8,2017,07,22,1976
32056,秋田県,八森（ハチモリ）,,2024,07,05,15,50,4.0,8,4.0,4,15,50,8,,,118,8,2002,08,04,94.5,8,2023,07,15,1976
32071,秋田県,藤里（フジサト）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,133.5,8,2017,07,22,133.5,8,2017,07,22,1978
32091,秋田県,陣場（ジンバ）,,2024,07,05,15,50,0.0,8,1.0,4,01,40,8,,,116.5,8,2022,08,03,96.0,8,2017,07,22,1976
32096,秋田県,藤原（フジワラ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,113.0,8,2017,07,22,113.0,8,2017,07,22,1983
32111,秋田県,能代（ノシロ）,,2024,07,05,15,50,1.0,8,1.0,4,15,50,8,,,86,8,1977,08,05,77,8,2006,07,01,1976
32126,秋田県,鷹巣（タカノス）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,131.5,8,2022,08,03,97,8,1996,07,03,1976
32136,秋田県,大館（オオダテ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,126.0,8,2013,08,09,98,8,1977,07,06,1976
32146,秋田県,鹿角（カヅノ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,229.0,8,2013,08,09,99.0,8,2017,07,22,1976
32181,秋田県,脇神（ワキガミ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,98.0,8,2023,09,19,75.0,8,2017,07,22,2003
32206,秋田県,湯瀬（ユゼ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,119.5,8,2013,08,09,87.5,8,2022,07,23,1976
32266,秋田県,八幡平（ハチマンタイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,83.5,8,2014,08,01,82,8,2001,07,23,1978
32276,秋田県,男鹿真山（オガシンザン）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,116.0,8,2013,09,16,61.5,8,2012,07,16,1985
32286,秋田県,男鹿（オガ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,101.0,8,2011,07,28,101.0,8,2011,07,28,1976
32287,秋田県,大潟（オオガタ）,,2024,07,05,15,50,0.5,8,0.5,4,15,50,8,,,106,8,1982,08,30,93,8,1987,07,31,1977
32296,秋田県,五城目（ゴジョウメ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,104.0,8,2022,08,13,102.5,8,2017,07,22,1976
32311,秋田県,阿仁合（アニアイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,124.0,8,2018,08,16,94.0,8,2017,07,22,1976
32312,秋田県,比立内（ヒタチナイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,105,8,1979,07,08,105,8,1979,07,08,1976
32376,秋田県,桧木内（ヒノキナイ）,,2024,07,05,15,50,0.0,8,1.0,4,08,40,8,,,134.5,8,2013,08,09,91.0,8,2017,07,23,1978
32402,秋田県,秋田（アキタ）,47582,2024,07,05,15,50,0.0,8,0.0,4,,,,,,85.0,8,2021,07,11,85.0,8,2021,07,11,1976
32407,秋田県,岩見三内（イワミサンナイ）,,2024,07,05,15,50,0.0,8,1.0,4,07,00,8,,,90,8,1987,08,17,84.0,8,2017,07,23,1976
32408,秋田県,仁別（ニベツ）,,2024,07,05,15,50,0.0,8,0.5,4,08,10,8,,,106,8,1987,08,16,86.5,8,2021,07,11,1985
32426,秋田県,鎧畑（ヨロイバタ）,,2024,07,05,15,50,0.0,8,2.0,4,06,30,8,,,150.0,8,2013,08,09,105.0,8,2017,07,23,1977
32431,秋田県,田沢湖高原（タザワココウゲン）,,2024,07,05,15,50,0.0,8,3.0,4,06,40,8,,,104.0,8,2017,08,22,97.0,8,2017,07,23,2014
32451,秋田県,雄和（ユウワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,141.0,8,2017,07,22,141.0,8,2017,07,22,2003
32466,秋田県,角館（カクノダテ）,,2024,07,05,15,50,0.0,8,0.5,4,08,30,8,,,112.5,8,2010,07,30,112.5,8,2010,07,30,1976
32476,秋田県,田沢湖（タザワコ）,,2024,07,05,15,50,0.0,8,2.5,4,07,10,8,,,89.5,8,2013,08,09,72.5,8,2017,07,23,1976
32496,秋田県,大正寺（ダイショウジ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,110.0,8,2020,07,28,110.0,8,2020,07,28,1976
32551,秋田県,大曲（オオマガリ）,,2024,07,05,15,50,0.0,8,2.0,4,05,40,8,,,143,8,1997,09,02,114.0,8,2020,07,28,1976
32571,秋田県,本荘（ホンジョウ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,135,8,1997,09,03,128.5,8,2021,07,12,1976
32581,秋田県,東由利（ヒガシユリ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,88,8,1995,08,26,63.5,8,2010,07,25,1976
32596,秋田県,横手（ヨコテ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,147.5,8,2017,07,22,147.5,8,2017,07,22,1976
32616,秋田県,にかほ（ニカホ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,97,8,1983,07,26,97,8,1983,07,26,1976
32626,秋田県,矢島（ヤシマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,83.5,8,2011,06,24,83,8,1998,07,30,1976
32681,秋田県,笹子（ジネゴ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,87,8,1995,08,26,80.5,8,2013,07,08,1983
32691,秋田県,湯沢（ユザワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,77,8,1987,08,17,52,8,2005,07,01,1976
32701,秋田県,東成瀬（ヒガシナルセ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,76,8,2006,08,22,64.5,8,2013,07,27,1976
32771,秋田県,湯の岱（ユノタイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,75,8,2004,07,17,75,8,2004,07,17,1976
33006,岩手県,種市（タネイチ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,137,8,2007,11,11,101.5,8,2017,07,17,1976
33026,岩手県,軽米（カルマイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,86.0,8,2016,08,30,68,8,2005,07,31,1976
33071,岩手県,二戸（ニノヘ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,96,8,1999,10,28,77,8,1999,07,13,1976
33086,岩手県,大野（オオノ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,127.0,8,2019,10,13,80,8,2000,07,08,1976
33136,岩手県,山形（ヤマガタ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,135,8,1999,10,28,78,8,1981,07,21,1977
33146,岩手県,久慈（クジ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,165.0,8,2019,10,13,62,8,2000,07,08,1976
33166,岩手県,荒屋（アラヤ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,92.0,8,2013,09,16,72,8,1989,07,24,1976
33176,岩手県,奥中山（オクナカヤマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,84.0,8,2022,08,03,64,8,2001,07,23,1977
33186,岩手県,葛巻（クズマキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,73.5,8,2022,08,03,53,8,1981,07,21,1976
33201,岩手県,下戸鎖（シモトクサリ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,170,8,1999,10,28,123,8,2000,07,08,1978
33206,岩手県,普代（フダイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,236.5,8,2019,10,13,107,8,2000,07,08,1976
33226,岩手県,岩手松尾（イワテマツオ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,116.0,8,2013,09,16,68.0,8,2022,07,23,1976
33231,岩手県,一方井（イッカタイ）,,2024,07,05,15,50,0.0,8,0.5,4,14,00,8,,,66.5,8,2022,08,03,49.5,8,2020,07,19,2014
33296,岩手県,好摩（コウマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,83,8,2001,07,04,83,8,2001,07,04,1976
33326,岩手県,岩泉（イワイズミ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,138.0,8,2016,08,30,68.5,8,2017,07,05,1976
33336,岩手県,小本（オモト）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,304.5,8,2023,08,13,99,8,2000,07,08,1977
33351,岩手県,葛根田（カッコンダ）,,2024,07,05,15,50,0.0,8,0.5,4,10,30,8,,,102.0,8,2017,07,23,102.0,8,2017,07,23,1977
33361,岩手県,滝沢（タキザワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,107.5,8,2017,08,22,75.0,8,2017,07,23,2005
33371,岩手県,薮川（ヤブカワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,96.0,8,2020,08,29,58,8,2001,07,04,1976
33421,岩手県,雫石（シズクイシ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,158.0,8,2013,08,09,62.5,8,2017,07,23,1976
33431,岩手県,盛岡（モリオカ）,47584,2024,07,05,15,50,0.0,8,0.0,4,,,,,,83,8,2005,08,15,58,8,2002,07,11,1976
33441,岩手県,区界（クザカイ）,,2024,07,05,15,50,0.0,8,0.5,4,13,50,8,,,96.5,8,2015,07,22,96.5,8,2015,07,22,1993
33472,岩手県,宮古（ミヤコ）,47585,2024,07,05,15,50,0.0,8,0.0,4,,,,,,211.5,8,2019,10,13,126,8,2000,07,08,1976
33486,岩手県,沢内（サワウチ）,,2024,07,05,15,50,0.0,8,2.0,4,06,40,8,,,79.5,8,2017,08,24,60.5,4,2017,07,23,2017
33501,岩手県,紫波（シワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,170.0,8,2013,08,09,56,8,1979,07,23,1976
33526,岩手県,川井（カワイ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,109.0,8,2016,08,30,77,8,1999,07,14,1977
33566,岩手県,豊沢（トヨサワ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,109,8,1994,09,30,68,4,1979,07,28,1976
33576,岩手県,花巻（ハナマキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,66.0,8,2014,09,10,49.0,8,2020,07,01,1976
33581,岩手県,大迫（オオハサマ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,124.0,8,2013,08,09,54,8,2002,07,11,1976
33596,岩手県,附馬牛（ツキモウシ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,98.5,8,2013,08,09,53.0,8,2013,07,16,2005
33611,岩手県,大槌（オオツチ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,134.5,8,2023,08,12,101,8,2002,07,11,2000
33616,岩手県,山田（ヤマダ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,186.5,8,2019,10,13,82,8,2002,07,11,1976
33631,岩手県,湯田（ユダ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,93,8,2007,09,07,84.0,8,2023,07,18,1976
33671,岩手県,遠野（トオノ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,94,8,1999,07,14,94,8,1999,07,14,1976
33711,岩手県,金ケ崎（カネガサキ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,76.0,8,2021,06,24,47.5,8,2017,07,22,2006
33716,岩手県,北上（キタカミ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,126,8,1982,08,31,63,8,2002,07,11,1976
33726,岩手県,米里（ヨネサト）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,84,8,1990,11,04,74.5,8,2008,07,28,1976
33751,岩手県,釜石（カマイシ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,147.5,8,2019,10,13,132,8,2002,07,11,1976
33776,岩手県,若柳（ワカヤナギ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,71,8,2002,07,11,71,8,2002,07,11,1976
33781,岩手県,江刺（エサシ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,93,8,2001,08,01,71,8,1977,07,18,1976
33801,岩手県,住田（スミタ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,129.0,8,2013,07,26,129.0,8,2013,07,26,1977
33831,岩手県,祭畤（マツルベ）,,2024,07,05,15,50,0.0,8,0.0,4,,,,,,151.5,8,2012,10,01,68,8,1998,07,23,1976
