観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,23日の最大値(mm),23日の最大値の品質情報,23日の最大値起時（時）(まで),23日の最大値起時（分）(まで),23日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,22日までの観測史上1位の値(mm),22日までの観測史上1位の値の品質情報,22日までの観測史上1位の値の年,22日までの観測史上1位の値の月,22日までの観測史上1位の値の日,22日までの11月の1位の値(mm),22日までの11月の1位の値の品質情報,22日までの11月の1位の値の年,22日までの11月の1位の値の月,22日までの11月の1位の値の日,統計開始年
20266,北海道 十勝地方,上士幌（カミシホロ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,106,8,2006,08,18,69.0,8,2021,11,10,1976
20276,北海道 十勝地方,足寄（アショロ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,97,8,2003,08,10,59.0,8,2021,11,10,1976
20331,北海道 十勝地方,押帯（オショップ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,102,8,2003,08,10,74.0,8,2021,11,10,1983
20341,北海道 十勝地方,本別（ホンベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,78,8,2003,08,10,69,8,1988,11,24,1976
20356,北海道 十勝地方,新得（シントク）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,130,4,1981,08,05,53.0,8,2023,11,17,1976
20361,北海道 十勝地方,鹿追（シカオイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,102,8,1981,08,05,48.0,8,2021,11,10,1976
20371,北海道 十勝地方,駒場（コマバ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,79.5,8,2017,09,18,68,8,1988,11,24,1977
20421,北海道 十勝地方,芽室（メムロ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,90,8,1981,08,05,58.5,8,2021,11,10,1976
20432,北海道 十勝地方,帯広（オビヒロ）,47417,2024,11,23,18,00,0.0,8,0.0,4,,,,,,93.0,8,2017,09,18,76,8,1988,11,24,1976
20441,北海道 十勝地方,池田（イケダ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,90.5,8,2021,11,10,90.5,8,2021,11,10,1976
20451,北海道 十勝地方,留真（ルシン）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,100.0,8,2017,09,18,70.0,8,2021,11,10,1984
20506,北海道 十勝地方,浦幌（ウラホロ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,111,8,1986,09,04,85,8,1990,11,10,1976
20551,北海道 十勝地方,帯広泉（オビヒロイズミ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,91.5,8,2017,09,18,64.0,8,2021,11,10,2003
20556,北海道 十勝地方,糠内（ヌカナイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,125.5,8,2017,09,18,119,8,1988,11,24,1978
20601,北海道 十勝地方,上札内（カミサツナイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,136,8,1981,08,05,74.0,8,2012,11,07,1977
20606,北海道 十勝地方,更別（サラベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,156,8,1998,09,16,108,4,1988,11,24,1977
20631,北海道 十勝地方,大津（オオツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,117,8,1986,09,04,93,8,1990,11,10,1977
20696,北海道 十勝地方,大樹（タイキ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,222,8,1998,09,16,105,8,1988,11,24,1976
20751,北海道 十勝地方,広尾（ヒロオ）,47440,2024,11,23,18,00,0.0,8,0.0,4,,,,,,237,8,1998,09,16,110.0,8,2021,11,10,1976
21031,北海道 胆振地方,安平（アビラ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,124.0,8,2014,09,11,56.0,8,2021,11,09,1976
21111,北海道 胆振地方,厚真（アツマ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,107.0,8,2024,08,27,47,8,1997,11,26,1976
21126,北海道 胆振地方,穂別（ホベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,171,8,2000,08,15,57,8,1997,11,26,1976
21161,北海道 胆振地方,大滝（オオタキ）,,2024,11,23,18,00,0.5,8,1.0,4,02,10,8,,,157.0,8,2017,09,18,113.5,8,2023,11,17,1976
21171,北海道 胆振地方,森野（モリノ）,,2024,11,23,18,00,0.0,8,1.5,4,02,00,8,,,272.5,8,2011,08,21,151.5,8,2018,11,09,1976
21187,北海道 胆振地方,苫小牧（トマコマイ）,47424,2024,11,23,18,00,0.0,8,0.0,4,,,,,,153.0,8,2014,09,11,49,8,1986,11,10,1976
21226,北海道 胆振地方,大岸（オオキシ）,,2024,11,23,18,00,0.0,8,1.5,4,00,20,8,,,110,8,1985,09,01,57.5,8,2012,11,07,1977
21237,北海道 胆振地方,洞爺湖温泉（トウヤコオンセン）,,2024,11,23,18,00,0.0,8,2.5,4,00,40,8,,,95,8,1985,09,01,40,8,2006,11,11,1978
21251,北海道 胆振地方,カルルス（カルルス）,,2024,11,23,18,00,0.0,8,2.5,4,01,10,8,,,192.0,8,2017,09,18,143.5,8,2012,11,06,1985
21261,北海道 胆振地方,白老（シラオイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,264,8,1987,08,26,76,8,1991,11,03,1976
21276,北海道 胆振地方,鵡川（ムカワ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,166,8,2006,08,19,44,8,2006,11,09,1976
21297,北海道 胆振地方,伊達（ダテ）,,2024,11,23,18,00,0.0,8,2.0,4,00,20,8,,,71.5,8,2015,03,10,46.5,8,2012,11,07,2007
21312,北海道 胆振地方,登別（ノボリベツ）,,2024,11,23,18,00,0.0,8,6.5,4,01,00,8,,,467,8,1983,09,25,117,8,1989,11,07,1976
21323,北海道 胆振地方,室蘭（ムロラン）,47423,2024,11,23,18,00,0.0,8,3.0,4,00,10,8,,,113.0,8,2008,07,23,49.0,8,2012,11,01,1976
22036,北海道 日高地方,日高（ヒダカ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,185,8,2003,08,10,63,8,1997,11,27,1977
22072,北海道 日高地方,仁世宇（ニセウ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,165,4,1992,08,09,54,8,1997,11,27,1985
22106,北海道 日高地方,旭（アサヒ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,235,8,2003,08,10,57,8,1997,11,26,1985
22141,北海道 日高地方,日高門別（ヒダカモンベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,207,8,1981,08,05,41.0,8,2021,11,10,1976
22156,北海道 日高地方,新和（シンワ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,190,8,2003,08,10,68,8,1997,11,26,1976
22206,北海道 日高地方,笹山（ササヤマ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,112,8,2003,08,10,80,8,1997,11,26,1987
22241,北海道 日高地方,静内（シズナイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,134,8,1978,08,14,85.0,8,2021,11,10,1976
22291,北海道 日高地方,三石（ミツイシ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,121,8,1981,08,05,75.0,8,2021,11,10,1977
22306,北海道 日高地方,中杵臼（ナカキネウス）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,221.0,8,2023,10,05,107,8,1997,11,26,1978
22327,北海道 日高地方,浦河（ウラカワ）,47426,2024,11,23,18,00,0.0,8,0.0,4,,,,,,123.5,8,2013,09,16,55.0,8,2021,11,10,1976
22356,北海道 日高地方,目黒（メグロ）,,2024,11,23,18,00,0.0,8,0.5,4,05,20,8,,,202.0,8,2021,06,04,161,8,1990,11,10,1978
22366,北海道 日高地方,幌満（ホロマン）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,112,8,2003,07,11,74.0,8,2021,11,10,1978
22391,北海道 日高地方,えりも岬（エリモミサキ）,,2024,11,23,18,00,0.0,8,6.0,4,04,30,8,,,123.5,8,2021,09,18,59,8,1990,11,10,1978
23031,北海道 渡島地方,長万部（オシャマンベ）,,2024,11,23,18,00,2.5,8,2.5,4,18,00,8,,,180,8,1985,09,01,48,8,1989,11,07,1976
23086,北海道 渡島地方,八雲（ヤクモ）,,2024,11,23,18,00,0.5,8,5.5,4,04,10,8,,,130,8,1990,08,15,47,8,1980,11,13,1976
23166,北海道 渡島地方,森（モリ）,,2024,11,23,18,00,1.0,8,1.5,4,17,20,8,,,139.5,8,2013,08,18,50,8,2002,11,12,2002
23191,北海道 渡島地方,大沼（オオヌマ）,,2024,11,23,18,00,0.5,8,2.5,4,05,00,8,,,138,8,2007,07,28,51.5,8,2012,11,07,1976
23206,北海道 渡島地方,川汲（カックミ）,,2024,11,23,18,00,0.0,8,7.0,4,05,40,8,,,255,8,1998,09,16,133,8,2002,11,12,1976
23226,北海道 渡島地方,北斗（ホクト）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,169,8,1991,10,15,71.0,8,2021,11,02,1976
23232,北海道 渡島地方,函館（ハコダテ）,47430,2024,11,23,18,00,0.0,8,1.0,4,06,40,8,,,113,8,1983,09,04,80,8,2002,11,12,1976
23281,北海道 渡島地方,高松（タカマツ）,,2024,11,23,18,00,0.0,8,0.5,4,06,50,8,,,136.5,8,2022,08,09,51,8,2006,11,09,2003
23291,北海道 渡島地方,戸井泊（トイトマリ）,,2024,11,23,18,00,0.0,8,1.5,4,04,40,8,,,172.5,8,2021,08,10,96.5,8,2012,11,07,2003
23321,北海道 渡島地方,知内（シリウチ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,148.0,8,2021,11,02,148.0,8,2021,11,02,2004
23326,北海道 渡島地方,木古内（キコナイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,179.0,8,2021,11,02,179.0,8,2021,11,02,1976
23356,北海道 渡島地方,千軒（センゲン）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,166,8,1994,09,22,140.0,8,2021,11,02,1978
23376,北海道 渡島地方,松前（マツマエ）,,2024,11,23,18,00,1.5,8,6.0,4,03,50,8,,,129.0,8,2013,08,09,49.5,8,2012,11,26,1977
24141,北海道 渡島地方,熊石（クマイシ）,,2024,11,23,18,00,0.5,8,1.5,4,05,30,8,,,121,8,1998,05,02,48,8,1994,11,06,1976
24041,北海道 檜山地方,せたな（セタナ）,,2024,11,23,18,00,3.5,8,3.5,4,18,00,8,,,135,8,1985,09,01,46.5,8,2023,11,01,1976
24051,北海道 檜山地方,今金（イマカネ）,,2024,11,23,18,00,2.5,8,2.5,4,18,00,8,,,135.5,8,2022,08,16,49.5,8,2022,11,13,1976
24101,北海道 檜山地方,奥尻（オクシリ）,,2024,11,23,18,00,2.0,8,7.0,4,09,40,8,,,107.5,8,2010,07,29,54.0,8,2018,11,09,2000
24156,北海道 檜山地方,米岡（ヨネオカ）,,2024,11,23,18,00,2.0,8,4.0,4,11,00,8,,,98.0,8,2010,08,11,37.0,8,2012,11,06,2003
24166,北海道 檜山地方,潮見（シオミ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,130.0,8,2013,08,18,38,8,1989,11,07,1976
24201,北海道 檜山地方,鶉（ウズラ）,,2024,11,23,18,00,0.0,8,0.5,4,02,30,8,,,152,8,1995,08,21,62,8,2002,11,12,1977
24217,北海道 檜山地方,江差（エサシ）,47428,2024,11,23,18,00,0.0,8,0.5,4,01,40,8,,,136,8,1995,08,20,76,8,2006,11,09,1976
24236,北海道 檜山地方,石崎（イシザキ）,,2024,11,23,18,00,0.0,8,1.0,4,04,30,8,,,152,8,1996,08,23,94,8,2006,11,09,1977
31001,青森県,大間（オオマ）,,2024,11,23,18,00,0.0,8,8.0,4,01,40,8,,,157,8,1998,08,03,58,8,1990,11,05,1976
31036,青森県,湯野川（ユノカワ）,,2024,11,23,18,00,1.5,8,3.0,4,01,30,8,,,113.5,8,2016,07,31,56,8,2007,11,12,2005
31111,青森県,むつ（ムツ）,47576,2024,11,23,18,00,0.0,8,3.0,4,08,40,8,,,136.5,8,2016,08,17,80.0,8,2021,11,03,1976
31121,青森県,小田野沢（オダノサワ）,,2024,11,23,18,00,0.0,8,6.5,4,00,20,8,,,149,8,1982,09,13,44.5,8,2021,11,02,1976
31136,青森県,今別（イマベツ）,,2024,11,23,18,00,0.0,8,4.0,4,00,40,8,,,129.5,8,2022,08,03,46.0,8,2023,11,02,1976
31156,青森県,脇野沢（ワキノサワ）,,2024,11,23,18,00,0.5,8,2.5,4,04,10,8,,,121.5,8,2022,08,03,39,8,2007,11,12,1976
31186,青森県,市浦（シウラ）,,2024,11,23,18,00,0.0,8,6.5,4,04,50,8,,,130,8,1994,08,31,57,8,1999,11,12,1976
31201,青森県,蟹田（カニタ）,,2024,11,23,18,00,0.0,8,5.5,4,05,40,8,,,106,8,1979,06,21,59,8,1979,11,02,1976
31296,青森県,五所川原（ゴショガワラ）,,2024,11,23,18,00,0.5,8,5.0,4,00,50,8,,,98.0,8,2014,08,06,49,8,2007,11,12,1976
31312,青森県,青森（アオモリ）,47575,2024,11,23,18,00,1.0,8,7.5,4,06,40,8,,,150,8,2007,11,12,150,8,2007,11,12,1976
31321,青森県,大和山（ヤマトヤマ）,,2024,11,23,18,00,1.0,8,7.5,4,01,10,8,,,154,8,2007,11,12,154,8,2007,11,12,1976
31332,青森県,野辺地（ノヘジ）,,2024,11,23,18,00,3.0,8,4.0,4,06,00,8,,,167.0,8,2016,08,17,28.0,8,2021,11,02,2008
31336,青森県,六ケ所（ロッカショ）,,2024,11,23,18,00,6.0,8,6.0,4,18,00,8,,,148,8,1990,10,26,94,8,2007,11,12,1982
31366,青森県,鰺ケ沢（アジガサワ）,,2024,11,23,18,00,2.5,8,5.5,4,01,40,8,,,114,8,1977,08,05,61,8,2003,11,16,1976
31386,青森県,青森大谷（アオモリオオタニ）,,2024,11,23,18,00,0.5,8,5.5,4,11,50,8,,,114.5,8,2013,09,16,68,8,2007,11,12,2003
31411,青森県,七戸（シチノヘ）,,2024,11,23,18,00,0.0,8,1.0,4,07,40,8,,,144,8,2007,11,12,144,8,2007,11,12,1977
31436,青森県,深浦（フカウラ）,47574,2024,11,23,18,00,3.5,8,4.5,4,17,10,8,,,164.5,8,2022,08,03,66.0,8,2011,11,19,1976
31451,青森県,岳（ダケ）,,2024,11,23,18,00,9.5,8,9.5,4,18,00,8,,,138.5,8,2022,08,09,84,8,2007,11,12,1976
31461,青森県,弘前（ヒロサキ）,,2024,11,23,18,00,5.0,8,6.5,4,03,50,8,,,141.0,8,2013,09,16,41,8,2007,11,12,1976
31466,青森県,黒石（クロイシ）,,2024,11,23,18,00,2.5,8,4.5,4,03,50,8,,,120,8,1977,08,05,41,8,2007,11,12,1976
31482,青森県,酸ケ湯（スカユ）,,2024,11,23,18,00,2.0,8,6.0,4,03,00,8,,,134.0,8,2016,08,30,88,8,1990,11,04,1976
31506,青森県,三沢（ミサワ）,,2024,11,23,18,00,2.0,8,2.0,4,18,00,8,,,116.5,8,2016,08,17,91,8,1990,11,05,1976
31551,青森県,大鰐（オオワニ）,,2024,11,23,18,00,4.0,8,4.0,4,18,00,8,,,137.0,8,2013,09,16,33.5,8,2023,11,07,2010
31562,青森県,温川（ヌルカワ）,,2024,11,23,18,00,6.0,8,6.0,4,18,00,8,,,141.0,8,2017,07,22,32,8,2007,11,12,1983
31586,青森県,十和田（トワダ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,174,8,1990,10,26,52,8,2007,11,12,1976
31602,青森県,八戸（ハチノヘ）,47581,2024,11,23,18,00,0.0,8,0.0,4,,,,,,113.0,8,2019,10,13,83,8,1990,11,05,1976
31646,青森県,碇ケ関（イカリガセキ）,,2024,11,23,18,00,3.5,8,4.5,4,04,10,8,,,165.5,8,2022,08,03,52,8,1979,11,02,1976
31662,青森県,休屋（ヤスミヤ）,,2024,11,23,18,00,1.0,8,1.5,4,17,20,8,,,119.5,8,2022,08,03,44,8,1990,11,04,1982
31671,青森県,戸来（ヘライ）,,2024,11,23,18,00,0.5,8,0.5,4,18,00,8,,,162,8,1999,10,28,38,8,1985,11,08,1978
31721,青森県,三戸（サンノヘ）,,2024,11,23,18,00,1.0,8,1.0,4,18,00,8,,,184,8,1999,10,28,35,8,1990,11,04,1976
32056,秋田県,八森（ハチモリ）,,2024,11,23,18,00,5.0,8,5.5,4,17,50,8,,,158.5,8,2023,07,15,80.0,8,2011,11,27,1976
32071,秋田県,藤里（フジサト）,,2024,11,23,18,00,0.5,8,6.5,4,04,40,8,,,147.0,8,2022,08,03,55.5,8,2023,11,07,1978
32091,秋田県,陣場（ジンバ）,,2024,11,23,18,00,3.5,8,3.5,4,18,00,8,,,154.5,8,2022,08,03,59,8,2005,11,04,1976
32096,秋田県,藤原（フジワラ）,,2024,11,23,18,00,2.0,8,3.0,4,05,30,8,,,134.5,8,2017,07,22,36,8,2000,11,21,1983
32111,秋田県,能代（ノシロ）,,2024,11,23,18,00,1.5,8,2.5,4,06,20,8,,,118.5,8,2013,09,16,53.5,8,2023,11,07,1976
32126,秋田県,鷹巣（タカノス）,,2024,11,23,18,00,0.5,8,5.0,4,05,00,8,,,153.5,8,2022,08,03,43.0,8,2012,11,06,1976
32136,秋田県,大館（オオダテ）,,2024,11,23,18,00,0.0,8,8.5,4,05,00,8,,,131,8,1994,08,31,38.0,8,2023,11,07,1976
32146,秋田県,鹿角（カヅノ）,,2024,11,23,18,00,0.0,8,6.5,4,05,40,8,,,291.0,8,2013,08,09,29.5,8,2013,11,07,1976
32181,秋田県,脇神（ワキガミ）,,2024,11,23,18,00,0.5,8,1.5,4,03,20,8,,,132.5,8,2013,09,16,39.0,8,2023,11,07,2003
32206,秋田県,湯瀬（ユゼ）,,2024,11,23,18,00,0.5,8,1.5,4,02,20,8,,,135.5,8,2013,08,09,34,8,1990,11,04,1976
32266,秋田県,八幡平（ハチマンタイ）,,2024,11,23,18,00,1.0,8,3.0,4,06,30,8,,,111,8,2007,09,17,43,8,1990,11,04,1978
32276,秋田県,男鹿真山（オガシンザン）,,2024,11,23,18,00,5.0,8,7.5,4,14,20,8,,,154.0,8,2013,09,16,48.5,8,2023,11,07,1985
32286,秋田県,男鹿（オガ）,,2024,11,23,18,00,6.0,8,8.0,4,04,00,8,,,131.0,8,2023,07,15,55.5,8,2023,11,02,1976
32287,秋田県,大潟（オオガタ）,,2024,11,23,18,00,8.0,8,8.5,4,17,40,8,,,145,8,1982,08,30,39.5,8,2023,11,02,1977
32296,秋田県,五城目（ゴジョウメ）,,2024,11,23,18,00,5.0,8,5.0,4,18,00,8,,,122.0,8,2013,09,16,52.5,8,2023,11,02,1976
32311,秋田県,阿仁合（アニアイ）,,2024,11,23,18,00,0.5,8,6.5,4,03,40,8,,,211.0,8,2024,07,26,37.0,8,2023,11,02,1976
32312,秋田県,比立内（ヒタチナイ）,,2024,11,23,18,00,0.5,8,4.0,4,05,20,8,,,136,8,2007,09,17,42.0,8,2013,11,10,1976
32376,秋田県,桧木内（ヒノキナイ）,,2024,11,23,18,00,0.0,8,4.0,4,05,40,8,,,179.5,8,2013,08,09,49,8,1996,11,06,1978
32402,秋田県,秋田（アキタ）,47582,2024,11,23,18,00,3.0,8,3.0,4,18,00,8,,,135.0,8,2021,07,12,52.5,8,2012,11,13,1976
32407,秋田県,岩見三内（イワミサンナイ）,,2024,11,23,18,00,0.0,8,2.5,4,06,40,8,,,141.5,8,2017,07,23,78.5,8,2009,11,05,1976
32408,秋田県,仁別（ニベツ）,,2024,11,23,18,00,4.0,8,4.0,4,18,00,8,,,148.5,8,2023,07,15,71.5,8,2023,11,02,1985
32426,秋田県,鎧畑（ヨロイバタ）,,2024,11,23,18,00,0.5,8,3.5,4,01,30,8,,,235.0,8,2013,08,09,45,8,2000,11,21,1977
32431,秋田県,田沢湖高原（タザワココウゲン）,,2024,11,23,18,00,1.0,8,2.5,4,01,40,8,,,151.5,8,2017,07,23,38.5,8,2022,11,13,2014
32451,秋田県,雄和（ユウワ）,,2024,11,23,18,00,0.5,8,2.0,4,08,40,8,,,164.5,8,2017,07,23,41.0,8,2009,11,05,2003
32466,秋田県,角館（カクノダテ）,,2024,11,23,18,00,0.0,8,3.5,4,01,40,8,,,146,8,1997,09,03,49.5,8,2009,11,05,1976
32476,秋田県,田沢湖（タザワコ）,,2024,11,23,18,00,0.0,8,4.5,4,07,20,8,,,128.0,8,2017,07,23,51,8,1987,11,03,1976
32496,秋田県,大正寺（ダイショウジ）,,2024,11,23,18,00,0.5,8,1.0,4,08,10,8,,,152.5,8,2019,08,10,51,8,2007,11,14,1976
32551,秋田県,大曲（オオマガリ）,,2024,11,23,18,00,0.5,8,3.0,4,00,30,8,,,205,8,1997,09,03,36.5,8,2021,11,09,1976
32571,秋田県,本荘（ホンジョウ）,,2024,11,23,18,00,5.0,8,5.0,4,18,00,8,,,158,8,1997,09,03,45.5,8,2023,11,07,1976
32581,秋田県,東由利（ヒガシユリ）,,2024,11,23,18,00,0.5,8,6.0,4,00,20,8,,,155.0,8,2024,07,24,42.0,8,2015,11,09,1976
32596,秋田県,横手（ヨコテ）,,2024,11,23,18,00,0.0,8,7.0,4,00,40,8,,,232.0,8,2017,07,22,36.0,8,2015,11,09,1976
32616,秋田県,にかほ（ニカホ）,,2024,11,23,18,00,5.5,8,5.5,4,18,00,8,,,117.0,8,2024,07,25,49,8,1981,11,13,1976
32626,秋田県,矢島（ヤシマ）,,2024,11,23,18,00,6.5,8,8.5,4,00,40,8,,,135.5,8,2011,06,24,50,8,2004,11,27,1976
32681,秋田県,笹子（ジネゴ）,,2024,11,23,18,00,5.5,8,8.0,4,00,10,8,,,129.0,8,2017,07,22,36,8,1985,11,08,1983
32691,秋田県,湯沢（ユザワ）,,2024,11,23,18,00,0.5,8,6.5,4,00,30,8,,,139.0,8,2024,07,24,30.5,8,2021,11,09,1976
32701,秋田県,東成瀬（ヒガシナルセ）,,2024,11,23,18,00,0.5,8,7.0,4,00,40,8,,,91.0,8,2024,07,24,45.0,8,2021,11,09,1976
32771,秋田県,湯の岱（ユノタイ）,,2024,11,23,18,00,1.0,8,7.0,4,00,10,8,,,115.0,8,2018,08,05,58,8,1979,11,06,1976
33006,岩手県,種市（タネイチ）,,2024,11,23,18,00,0.0,8,1.5,4,14,30,8,,,163.5,8,2019,10,13,154,8,2007,11,11,1976
33026,岩手県,軽米（カルマイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,136,8,1999,10,28,56,8,1990,11,04,1976
33071,岩手県,二戸（ニノヘ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,159,8,1999,10,28,29,8,2007,11,12,1976
33086,岩手県,大野（オオノ）,,2024,11,23,18,00,0.5,8,0.5,4,18,00,8,,,199.5,8,2019,10,13,71,8,1990,11,05,1976
33136,岩手県,山形（ヤマガタ）,,2024,11,23,18,00,0.0,8,0.5,4,04,30,8,,,185,8,1999,10,28,67,8,1990,11,04,1977
33146,岩手県,久慈（クジ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,232.5,8,2019,10,13,83,8,1990,11,04,1976
33166,岩手県,荒屋（アラヤ）,,2024,11,23,18,00,0.0,8,1.5,4,00,30,8,,,124.5,8,2013,09,16,41.0,8,2021,11,09,1976
33176,岩手県,奥中山（オクナカヤマ）,,2024,11,23,18,00,0.5,8,4.0,4,01,00,8,,,119.5,8,2022,08,03,33.5,8,2021,11,09,1977
33186,岩手県,葛巻（クズマキ）,,2024,11,23,18,00,0.0,8,1.0,4,02,10,8,,,120.5,8,2022,08,03,42,8,1990,11,04,1976
33201,岩手県,下戸鎖（シモトクサリ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,250,8,1999,10,28,126,8,1990,11,04,1978
33206,岩手県,普代（フダイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,317.0,8,2019,10,13,77.5,8,2021,11,09,1976
33226,岩手県,岩手松尾（イワテマツオ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,141.5,8,2013,09,16,41,4,1976,11,14,1976
33231,岩手県,一方井（イッカタイ）,,2024,11,23,18,00,0.5,8,0.5,4,18,00,8,,,114.5,8,2022,08,03,44.5,8,2021,11,09,2014
33296,岩手県,好摩（コウマ）,,2024,11,23,18,00,0.0,8,2.5,4,02,20,8,,,97.0,8,2010,08,12,49.5,8,2021,11,09,1976
33326,岩手県,岩泉（イワイズミ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,172.5,8,2016,08,30,110,8,1990,11,04,1976
33336,岩手県,小本（オモト）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,459.5,8,2023,08,13,99.0,8,2009,11,14,1977
33351,岩手県,葛根田（カッコンダ）,,2024,11,23,18,00,0.0,8,1.5,4,02,30,8,,,142.0,8,2017,07,23,49,8,1987,11,03,1977
33361,岩手県,滝沢（タキザワ）,,2024,11,23,18,00,0.0,8,1.5,4,02,40,8,,,109.5,8,2017,08,23,52.5,8,2021,11,09,2005
33371,岩手県,薮川（ヤブカワ）,,2024,11,23,18,00,0.5,8,0.5,4,18,00,8,,,210.5,8,2024,08,28,42,8,2001,11,06,1976
33421,岩手県,雫石（シズクイシ）,,2024,11,23,18,00,0.0,8,3.5,4,02,00,8,,,250.5,8,2013,08,09,38,8,1987,11,03,1976
33431,岩手県,盛岡（モリオカ）,47584,2024,11,23,18,00,0.0,8,1.5,4,02,30,8,,,123.0,8,2024,08,27,45.5,8,2021,11,09,1976
33441,岩手県,区界（クザカイ）,,2024,11,23,18,00,0.5,8,1.5,4,02,20,8,,,97.5,8,2015,07,22,43.0,8,2012,11,06,1993
33472,岩手県,宮古（ミヤコ）,47585,2024,11,23,18,00,0.0,8,0.0,4,,,,,,301.0,8,2019,10,13,124,8,1990,11,05,1976
33486,岩手県,沢内（サワウチ）,,2024,11,23,18,00,0.0,8,6.0,4,00,20,8,,,126.5,8,2017,08,24,30.5,8,2021,11,09,2017
33501,岩手県,紫波（シワ）,,2024,11,23,18,00,0.0,8,2.0,4,03,00,8,,,211.0,8,2013,08,09,41,8,2005,11,07,1976
33526,岩手県,川井（カワイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,146,8,1998,09,16,100,8,1990,11,04,1977
33566,岩手県,豊沢（トヨサワ）,,2024,11,23,18,00,0.0,8,4.5,4,02,10,8,,,146,8,1994,09,30,54.5,8,2021,11,09,1976
33576,岩手県,花巻（ハナマキ）,,2024,11,23,18,00,0.0,8,2.0,4,03,30,8,,,94,8,2005,06,27,41.5,8,2012,11,07,1976
33581,岩手県,大迫（オオハサマ）,,2024,11,23,18,00,0.0,8,0.5,4,05,10,8,,,135.0,8,2013,08,09,56,8,1990,11,04,1976
33596,岩手県,附馬牛（ツキモウシ）,,2024,11,23,18,00,0.0,8,1.0,4,04,30,8,,,120.0,8,2013,08,09,42.0,8,2021,11,09,2005
33611,岩手県,大槌（オオツチ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,175.0,8,2019,10,13,85.5,8,2021,11,09,2000
33616,岩手県,山田（ヤマダ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,258.5,8,2019,10,13,103,8,1997,11,22,1976
33631,岩手県,湯田（ユダ）,,2024,11,23,18,00,0.0,8,10.0,4,04,20,8,,,160,8,2001,08,01,47,8,1990,11,04,1976
33671,岩手県,遠野（トオノ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,135,8,1999,07,14,68,8,1990,11,04,1976
33711,岩手県,金ケ崎（カネガサキ）,,2024,11,23,18,00,0.0,8,5.0,4,06,50,8,,,105.5,8,2019,10,13,43.5,8,2012,11,06,2006
33716,岩手県,北上（キタカミ）,,2024,11,23,18,00,0.5,8,4.0,4,06,30,8,,,161,8,1982,08,30,57,8,1990,11,04,1976
