観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,23日の最大値(mm),23日の最大値の品質情報,23日の最大値起時（時）(まで),23日の最大値起時（分）(まで),23日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,22日までの観測史上1位の値(mm),22日までの観測史上1位の値の品質情報,22日までの観測史上1位の値の年,22日までの観測史上1位の値の月,22日までの観測史上1位の値の日,22日までの11月の1位の値(mm),22日までの11月の1位の値の品質情報,22日までの11月の1位の値の年,22日までの11月の1位の値の月,22日までの11月の1位の値の日,統計開始年
13011,北海道 宗谷地方,幌延（ホロノベ）,,2024,11,23,18,00,0.0,8,0.5,4,03,00,8,,,87.5,8,2014,08,24,36.0,8,2022,11,13,2006
12011,北海道 上川地方,中川（ナカガワ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,104.5,8,2010,08,14,49.5,8,2022,11,13,1977
12041,北海道 上川地方,音威子府（オトイネップ）,,2024,11,23,18,00,0.0,8,2.0,4,01,40,8,,,130.0,8,2022,08,08,49.5,8,2022,11,13,1978
12066,北海道 上川地方,小車（オグルマ）,,2024,11,23,18,00,0.0,8,0.5,4,03,40,8,,,80.5,8,2023,06,29,42.5,8,2020,11,20,2006
12141,北海道 上川地方,美深（ビフカ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,76.0,8,2016,08,17,55.0,8,2022,11,13,1976
12181,北海道 上川地方,名寄（ナヨロ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,90,8,1994,08,14,44.0,8,2022,11,13,1976
12217,北海道 上川地方,西風連（ニシフウレン）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,83.5,8,2011,09,02,38.5,8,2022,11,13,2006
12231,北海道 上川地方,下川（シモカワ）,,2024,11,23,18,00,3.0,8,3.0,4,18,00,8,,,87,8,1994,08,14,35.5,8,2022,11,13,1976
12256,北海道 上川地方,剣淵（ケンブチ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,92.5,8,2016,07,31,26.5,8,2022,11,13,2006
12261,北海道 上川地方,士別（シベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,109,8,1994,08,14,24.5,8,2022,11,13,1976
12266,北海道 上川地方,朝日（アサヒ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,101.0,8,2024,07,24,28,8,1979,11,23,1976
12301,北海道 上川地方,和寒（ワッサム）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,118.5,8,2024,07,24,28,8,1986,11,04,1977
12386,北海道 上川地方,江丹別（エタンベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,146.0,8,2024,07,24,32.0,8,2023,11,01,1977
12396,北海道 上川地方,比布（ピップ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,120.5,8,2024,07,24,27,8,1979,11,23,1976
12411,北海道 上川地方,上川（カミカワ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,109.5,8,2015,08,01,26.5,8,2023,11,10,1976
12442,北海道 上川地方,旭川（アサヒカワ）,47407,2024,11,23,18,00,0.0,8,0.0,4,,,,,,114,8,2006,08,18,24.0,8,2021,11,10,1976
12451,北海道 上川地方,東川（ヒガシカワ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,106.0,8,2018,07,03,28,8,1979,11,23,1977
12457,北海道 上川地方,瑞穂（ミズホ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,107.5,8,2018,07,03,29.0,8,2023,11,10,1984
12471,北海道 上川地方,層雲峡（ソウウンキョウ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,103.0,8,2016,08,23,49,8,1988,11,24,1976
12501,北海道 上川地方,東神楽（ヒガシカグラ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,104,8,2006,08,18,22.0,8,2021,11,10,2003
12512,北海道 上川地方,志比内（シビナイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,102.0,8,2018,07,03,30.5,8,2023,11,03,1993
12551,北海道 上川地方,美瑛（ビエイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,89.5,8,2010,08,24,31,8,1979,11,23,1976
12596,北海道 上川地方,上富良野（カミフラノ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,97.5,8,2011,09,02,29.5,8,2021,11,10,1977
12607,北海道 上川地方,白金（シロガネ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,165.5,8,2016,08,23,68.5,8,2021,11,22,1984
12626,北海道 上川地方,富良野（フラノ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,100.5,8,2016,08,17,29.5,4,2021,11,10,1976
12632,北海道 上川地方,麓郷（ロクゴウ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,97.0,8,2016,08,23,40,8,1988,11,24,1978
12686,北海道 上川地方,金山（カナヤマ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,127.5,8,2016,08,01,30.5,8,2013,11,26,2006
12691,北海道 上川地方,幾寅（イクトラ）,,2024,11,23,18,00,0.5,8,0.5,4,18,00,8,,,93,8,2005,08,22,48,4,1997,11,27,1977
12746,北海道 上川地方,占冠（シムカップ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,131,8,2003,08,09,56,8,1990,11,10,1977
15041,北海道 上川地方,朱鞠内（シュマリナイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,117,8,1994,08,14,35.5,8,2020,11,20,1978
15076,北海道 上川地方,幌加内（ホロカナイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,147,8,1988,08,26,30.5,8,2021,11,22,1976
13061,北海道 留萌地方,天塩（テシオ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,122,8,1976,08,28,40.5,8,2022,11,13,1976
13086,北海道 留萌地方,遠別（エンベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,151.5,8,2022,08,08,66.5,8,2020,11,20,1976
13121,北海道 留萌地方,初山別（ショサンベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,126.5,8,2022,08,08,46.0,8,2022,11,13,1977
13146,北海道 留萌地方,焼尻（ヤギシリ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,145,8,1982,08,21,52.5,8,2022,11,13,1977
13181,北海道 留萌地方,羽幌（ハボロ）,47404,2024,11,23,18,00,0.5,8,1.0,4,17,50,8,,,101.0,8,2024,07,24,47.0,8,2022,11,13,1976
13206,北海道 留萌地方,古丹別（コタンベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,103,8,1999,07,28,39.0,8,2020,11,20,1976
13261,北海道 留萌地方,達布（タップ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,105,8,1988,08,26,44,8,1995,11,16,1977
13277,北海道 留萌地方,留萌（ルモイ）,47406,2024,11,23,18,00,0.0,8,0.0,4,,,,,,115.5,8,2024,07,24,27,8,1981,11,15,1976
13311,北海道 留萌地方,増毛（マシケ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,91.0,8,2024,07,24,31.5,8,2021,11,10,1976
13321,北海道 留萌地方,幌糠（ホロヌカ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,207,4,1988,08,26,30.0,8,2017,11,11,1977
14026,北海道 石狩地方,浜益（ハママス）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,107.0,8,2011,09,02,29.5,8,2011,11,16,1977
14071,北海道 石狩地方,厚田（アツタ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,131.5,8,2010,08,24,37,8,1995,11,01,1977
14101,北海道 石狩地方,新篠津（シンシノツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,119,8,1986,09,04,41.0,8,2021,11,09,1976
14116,北海道 石狩地方,山口（ヤマグチ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,108,8,1992,09,01,66,8,1988,11,24,1976
14121,北海道 石狩地方,石狩（イシカリ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,92,8,1992,09,01,42.0,8,2021,11,09,1990
14136,北海道 石狩地方,江別（エベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,95.5,8,2015,06,03,43.0,8,2021,11,09,2000
14157,北海道 石狩地方,手稲山（テイネヤマ）,,2024,11,23,18,00,4.5,8,4.5,4,18,00,8,,,78.0,8,2018,09,05,45.0,8,2023,11,17,2010
14163,北海道 石狩地方,札幌（サッポロ）,47412,2024,11,23,18,00,0.0,8,0.0,4,,,,,,134,8,1981,08,23,44.5,8,2021,11,09,1976
14191,北海道 石狩地方,小金湯（コガネユ）,,2024,11,23,18,00,6.0,8,6.0,4,18,00,8,,,138,8,1981,08,23,80,8,1988,11,24,1976
14206,北海道 石狩地方,恵庭島松（エニワシママツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,146,8,1989,09,03,42.0,8,2021,11,09,1976
14286,北海道 石狩地方,支笏湖畔（シコツコハン）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,181,8,1981,08,23,90.0,8,2018,11,09,1976
14296,北海道 石狩地方,千歳（チトセ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,175.5,8,2014,09,11,45.5,8,2021,11,09,2003
15116,北海道 空知地方,石狩沼田（イシカリヌマタ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,235,8,1988,08,26,28.0,8,2021,11,23,1976
15156,北海道 空知地方,秩父別（チップベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,75.0,8,2024,07,24,22.5,8,2023,11,01,2022
15161,北海道 空知地方,深川（フカガワ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,114,8,2001,09,09,31,8,2006,11,07,1976
15197,北海道 空知地方,雨竜（ウリュウ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,72.0,8,2014,08,05,26.5,8,2021,11,22,2006
15216,北海道 空知地方,新城（シンジョウ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,126,8,1988,08,26,25,8,1984,11,15,1984
15231,北海道 空知地方,空知吉野（ソラチヨシノ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,124,8,1990,09,03,33.5,8,2020,11,20,1978
15241,北海道 空知地方,滝川（タキカワ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,96.0,8,2016,08,20,44,8,1997,11,27,1976
15247,北海道 空知地方,赤平（アカビラ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,109.0,8,2016,08,20,33,8,2006,11,07,2006
15251,北海道 空知地方,芦別（アシベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,112,8,2006,08,18,26.0,8,2009,11,01,1976
15276,北海道 空知地方,浦臼（ウラウス）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,112,8,1988,08,26,43.5,8,2022,11,13,1983
15311,北海道 空知地方,月形（ツキガタ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,109,8,1996,10,04,36,8,2004,11,12,1976
15321,北海道 空知地方,美唄（ビバイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,166,8,1988,08,26,47.5,8,2021,11,22,1976
15356,北海道 空知地方,岩見沢（イワミザワ）,47413,2024,11,23,18,00,0.0,8,0.0,4,,,,,,117,8,1981,08,04,50.0,8,2021,11,10,1976
15391,北海道 空知地方,栗沢（クリサワ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,118,8,1981,08,04,48.0,8,2021,11,09,1976
15431,北海道 空知地方,長沼（ナガヌマ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,118,8,1981,08,04,41.0,8,2021,11,09,1976
15442,北海道 空知地方,夕張（ユウバリ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,100,8,1982,08,29,67.5,8,2021,11,09,1976
15451,北海道 空知地方,鹿島（カシマ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,93,8,1998,08,28,55,8,1997,11,27,1983
15491,北海道 空知地方,沼の沢（ヌマノサワ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,99,4,1985,09,01,55.0,8,2021,11,09,1983
16026,北海道 後志地方,美国（ビクニ）,,2024,11,23,18,00,5.0,8,5.5,4,17,50,8,,,128.5,8,2010,07,29,86.5,4,2020,11,20,1976
16061,北海道 後志地方,神恵内（カモエナイ）,,2024,11,23,18,00,1.5,8,5.0,4,08,10,8,,,141.5,8,2010,07,29,53.0,8,2020,11,19,1977
16076,北海道 後志地方,余市（ヨイチ）,,2024,11,23,18,00,6.0,8,6.5,4,17,50,8,,,112,8,1997,08,05,59.5,8,2020,11,20,1976
16091,北海道 後志地方,小樽（オタル）,47411,2024,11,23,18,00,4.0,8,4.0,4,18,00,8,,,97.0,8,2010,08,08,44,8,1992,11,20,1976
16126,北海道 後志地方,赤井川（アカイガワ）,,2024,11,23,18,00,8.5,8,8.5,4,18,00,8,,,79,8,1997,08,05,46,8,1992,11,20,1976
16156,北海道 後志地方,共和（キョウワ）,,2024,11,23,18,00,2.5,8,3.0,4,10,30,8,,,83,8,1981,08,23,43.5,8,2021,11,09,1976
16206,北海道 後志地方,蘭越（ランコシ）,,2024,11,23,18,00,0.0,8,1.0,4,11,10,8,,,105.5,8,2020,09,12,41.0,8,2021,11,09,1976
16217,北海道 後志地方,倶知安（クッチャン）,47433,2024,11,23,18,00,5.0,8,5.0,4,18,00,8,,,87,8,1981,08,23,51,8,2005,11,29,1976
16252,北海道 後志地方,寿都（スッツ）,47421,2024,11,23,18,00,1.0,8,2.0,4,15,10,8,,,114.5,8,2010,07,29,41.5,8,2013,11,10,1976
16272,北海道 後志地方,ニセコ（ニセコ）,,2024,11,23,18,00,0.0,8,0.5,4,15,30,8,,,86.5,8,2011,09,06,55.0,8,2021,11,09,2010
16281,北海道 後志地方,真狩（マッカリ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,91,8,1986,09,04,53.5,8,2022,11,13,1976
16286,北海道 後志地方,喜茂別（キモベツ）,,2024,11,23,18,00,0.5,8,0.5,4,18,00,8,,,91,8,1981,08,23,50.0,8,2021,11,09,1976
16321,北海道 後志地方,黒松内（クロマツナイ）,,2024,11,23,18,00,5.0,8,6.5,4,00,10,8,,,137,8,1985,09,01,52,8,1993,11,14,1976
17036,北海道 網走・北見・紋別地方,雄武（オウム）,47405,2024,11,23,18,00,0.0,8,4.5,4,14,50,8,,,90.5,8,2014,08,24,39.5,8,2022,11,13,1976
17076,北海道 網走・北見・紋別地方,興部（オコッペ）,,2024,11,23,18,00,0.5,8,5.5,4,14,30,8,,,97,8,1997,08,04,35,8,2002,11,27,1976
17091,北海道 網走・北見・紋別地方,西興部（ニシオコッペ）,,2024,11,23,18,00,0.0,8,3.0,4,02,50,8,,,93,8,1998,09,16,36.0,8,2012,11,02,1976
17112,北海道 網走・北見・紋別地方,紋別（モンベツ）,47435,2024,11,23,18,00,0.5,8,6.0,4,12,20,8,,,118.0,8,2015,10,08,32,8,2002,11,27,1976
17116,北海道 網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2024,11,23,18,00,0.0,8,3.0,4,12,00,8,,,107.0,4,2015,10,08,20.0,4,2010,11,09,2003
17166,北海道 網走・北見・紋別地方,湧別（ユウベツ）,,2024,11,23,18,00,0.0,8,1.5,4,03,20,8,,,106.5,8,2015,10,08,27,4,1977,11,28,1976
17196,北海道 網走・北見・紋別地方,滝上（タキノウエ）,,2024,11,23,18,00,0.0,8,3.5,4,03,30,8,,,79,8,2000,07,15,27.5,8,2012,11,02,1976
17211,北海道 網走・北見・紋別地方,上藻別（カミモベツ）,,2024,11,23,18,00,1.5,8,6.0,4,15,00,8,,,117,8,1998,09,16,41.5,8,2012,11,09,1976
17246,北海道 網走・北見・紋別地方,常呂（トコロ）,,2024,11,23,18,00,0.0,8,1.5,4,14,20,8,,,138,8,1978,07,11,32.5,8,2021,11,10,1976
17306,北海道 網走・北見・紋別地方,遠軽（エンガル）,,2024,11,23,18,00,1.0,8,5.5,4,11,50,8,,,76.5,8,2015,10,08,31.5,8,2012,11,09,1976
17316,北海道 網走・北見・紋別地方,佐呂間（サロマ）,,2024,11,23,18,00,1.0,8,5.5,4,15,40,8,,,99.5,8,2015,10,08,34.0,8,2021,11,10,1976
17341,北海道 網走・北見・紋別地方,網走（アバシリ）,47409,2024,11,23,18,00,0.5,8,1.0,4,05,50,8,,,73.0,8,2016,08,20,35,8,1982,11,25,1976
17351,北海道 網走・北見・紋別地方,宇登呂（ウトロ）,,2024,11,23,18,00,0.0,8,1.5,4,06,40,8,,,207,8,1981,08,06,136,8,1988,11,25,1976
17386,北海道 網走・北見・紋別地方,丸瀬布（マルセップ）,,2024,11,23,18,00,0.5,8,2.5,4,05,20,8,,,134,8,1998,07,25,34.5,8,2012,11,09,1984
17482,北海道 網走・北見・紋別地方,白滝（シラタキ）,,2024,11,23,18,00,1.5,8,1.5,4,18,00,8,,,132.0,8,2011,09,02,29.0,8,2021,11,10,1993
17501,北海道 網走・北見・紋別地方,生田原（イクタハラ）,,2024,11,23,18,00,0.0,8,5.0,4,05,10,8,,,85,8,2001,07,24,39.0,8,2021,11,10,1976
17512,北海道 網走・北見・紋別地方,仁頃山（ニコロヤマ）,,2024,11,23,18,00,2.0,8,6.5,4,15,10,8,,,82.5,8,2016,08,20,36.0,8,2021,11,10,2006
17521,北海道 網走・北見・紋別地方,北見（キタミ）,,2024,11,23,18,00,1.5,8,3.0,4,12,40,8,,,74.5,8,2021,08,10,34.0,8,2021,11,10,1976
17531,北海道 網走・北見・紋別地方,女満別（メマンベツ）,,2024,11,23,18,00,0.0,8,2.5,4,05,30,8,,,87.5,4,2015,10,08,16.5,8,2021,11,10,2003
17541,北海道 網走・北見・紋別地方,東藻琴（ヒガシモコト）,,2024,11,23,18,00,0.5,8,2.0,4,15,10,8,,,75.5,8,2015,10,08,41.0,8,2021,11,10,1978
17546,北海道 網走・北見・紋別地方,小清水（コシミズ）,,2024,11,23,18,00,0.0,8,2.0,4,05,40,8,,,100,8,1992,09,11,32,8,1990,11,10,1976
17561,北海道 網走・北見・紋別地方,斜里（シャリ）,,2024,11,23,18,00,0.0,8,0.5,4,05,50,8,,,86,8,1992,09,11,55,8,1990,11,10,1976
17596,北海道 網走・北見・紋別地方,留辺蘂（ルベシベ）,,2024,11,23,18,00,1.0,8,1.0,4,18,00,8,,,95.0,8,2016,08,17,47.5,8,2021,11,10,1976
17607,北海道 網走・北見・紋別地方,境野（サカイノ）,,2024,11,23,18,00,0.0,8,1.0,4,06,20,8,,,97.0,8,2024,08,09,57.5,8,2021,11,10,1977
17631,北海道 網走・北見・紋別地方,美幌（ビホロ）,,2024,11,23,18,00,0.0,8,1.5,4,16,40,8,,,121.0,8,2023,07,13,43,8,1988,11,24,1976
17642,北海道 網走・北見・紋別地方,山園（ヤマゾノ）,,2024,11,23,18,00,0.0,8,2.0,4,01,20,8,,,85.5,8,2019,08,09,65.0,8,2021,11,10,2010
17686,北海道 網走・北見・紋別地方,置戸常元（オケトツネモト）,,2024,11,23,18,00,0.5,8,0.5,4,18,00,8,,,103.0,8,2016,08,17,63.0,8,2021,11,10,2006
17717,北海道 網走・北見・紋別地方,津別（ツベツ）,,2024,11,23,18,00,1.0,8,2.5,4,16,00,8,,,98,8,2006,08,18,35,8,1988,11,24,1988
17776,北海道 網走・北見・紋別地方,津別二又（ツベツフタマタ）,,2024,11,23,18,00,1.0,8,3.0,4,08,00,8,,,78,8,2006,08,18,36.5,8,2021,11,10,2006
18038,北海道 根室地方,羅臼（ラウス）,,2024,11,23,18,00,0.0,8,8.0,4,10,20,8,,,118.0,8,2016,07,03,69.5,8,2018,11,10,2005
18091,北海道 根室地方,糸櫛別（イトクシベツ）,,2024,11,23,18,00,0.5,8,1.0,4,16,10,8,,,144,8,2007,09,08,65.5,8,2021,11,10,1978
18136,北海道 根室地方,標津（シベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,118,8,1992,09,11,49.5,8,2009,11,14,1976
18161,北海道 根室地方,上標津（カミシベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,102.0,8,2013,09,16,47.0,8,2021,11,10,2003
18171,北海道 根室地方,中標津（ナカシベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,125.5,8,2015,08,10,52.0,8,2021,11,10,1976
18174,北海道 根室地方,根室中標津（ネムロナカシベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,107,8,2007,09,08,53.5,8,2021,11,10,2003
18256,北海道 根室地方,別海（ベツカイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,153.5,8,2013,09,16,65,8,1990,11,10,1976
18273,北海道 根室地方,根室（ネムロ）,47420,2024,11,23,18,00,0.5,8,1.0,4,17,20,8,,,147.5,8,2015,08,11,49,8,2006,11,12,1976
18281,北海道 根室地方,納沙布（ノサップ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,99.5,8,2008,09,12,41,8,2006,11,12,1976
18311,北海道 根室地方,厚床（アットコ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,135,8,1986,09,04,61.5,8,2021,11,10,1977
19021,北海道 釧路地方,川湯（カワユ）,,2024,11,23,18,00,0.5,8,4.0,4,06,40,8,,,90,8,1995,09,28,71,8,1988,11,25,1976
19051,北海道 釧路地方,弟子屈（テシカガ）,,2024,11,23,18,00,0.5,8,3.0,4,07,00,8,,,119,8,1995,09,28,62.5,8,2021,11,10,1977
19076,北海道 釧路地方,阿寒湖畔（アカンコハン）,,2024,11,23,18,00,0.5,8,1.0,4,17,40,8,,,117,8,1989,08,28,102,8,1988,11,25,1976
19151,北海道 釧路地方,標茶（シベチャ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,109.0,8,2015,08,10,60,8,1990,11,10,1976
19191,北海道 釧路地方,鶴居（ツルイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,112.0,8,2014,08,11,73.0,8,2021,11,22,1977
19261,北海道 釧路地方,中徹別（ナカテシベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,111,8,1994,05,27,79.5,8,2021,11,22,1976
19281,北海道 釧路地方,塘路（トウロ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,137.5,8,2013,09,16,57,8,2001,11,06,1983
19301,北海道 釧路地方,茶内原野（チャナイゲンヤ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,167.5,8,2013,09,16,54.5,8,2009,11,14,1984
19311,北海道 釧路地方,榊町（サカキマチ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,130,8,2003,06,21,47.5,8,2009,11,14,1977
19346,北海道 釧路地方,阿寒（アカン）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,158,8,2005,09,07,75.0,8,2021,11,22,1976
19347,北海道 釧路地方,鶴丘（ツルオカ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,137.0,8,2014,08,11,59.5,4,2015,11,15,2003
19376,北海道 釧路地方,太田（オオタ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,176.5,8,2013,09,16,55,8,2001,11,06,1977
19406,北海道 釧路地方,二俣（フタマタ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,136,8,2005,09,07,101.0,8,2021,11,10,1976
19416,北海道 釧路地方,白糠（シラヌカ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,120,8,2007,09,08,60.0,8,2021,11,10,1976
19432,北海道 釧路地方,釧路（クシロ）,47418,2024,11,23,18,00,0.0,8,0.0,4,,,,,,149.5,8,2013,09,16,71.0,8,2021,11,22,1976
19451,北海道 釧路地方,知方学（チッポマナイ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,136,8,1986,09,04,46,8,1990,11,10,1978
20047,北海道 十勝地方,三股（ミツマタ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,101.5,8,2018,07,03,58.0,8,2021,11,10,2006
20071,北海道 十勝地方,小利別（ショウトシベツ）,,2024,11,23,18,00,0.5,8,1.5,4,05,40,8,,,95,8,2003,08,10,59.0,8,2021,11,10,1983
20146,北海道 十勝地方,陸別（リクベツ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,101,8,1999,08,07,46.5,8,2021,11,10,1976
20186,北海道 十勝地方,ぬかびら源泉郷（ヌカビラゲンセンキョウ）,,2024,11,23,18,00,0.0,8,0.5,4,14,00,8,,,170,8,2005,09,08,75.5,8,2021,11,10,1976
20202,北海道 十勝地方,柏倉（カシワクラ）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,111,8,2003,08,10,78.5,8,2021,11,10,1983
20222,北海道 十勝地方,上螺湾（カミラワン）,,2024,11,23,18,00,0.0,8,0.0,4,,,,,,82,8,1998,07,10,65,8,1990,11,10,1983
