観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,1日の最大値(mm),1日の最大値の品質情報,1日の最大値起時（時）(まで),1日の最大値起時（分）(まで),1日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,31日までの観測史上1位の値(mm),31日までの観測史上1位の値の品質情報,31日までの観測史上1位の値の年,31日までの観測史上1位の値の月,31日までの観測史上1位の値の日,31日までの1月の1位の値(mm),31日までの1月の1位の値の品質情報,31日までの1月の1位の値の年,31日までの1月の1位の値の月,31日までの1月の1位の値の日,統計開始年
62096,大阪府,八尾（ヤオ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,61,8,2004,05,13,13,8,2003,01,27,2003
62101,大阪府,関空島（カンクウジマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,79.0,8,2014,10,13,15.5,8,2020,01,08,2003
62111,大阪府,河内長野（カワチナガノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,59,8,1995,07,04,17.5,8,2020,01,08,1976
62131,大阪府,熊取（クマトリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,67,8,2003,08,26,17,8,2003,01,27,1976
63016,兵庫県,香住（カスミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,87,8,2004,08,14,14,8,2007,01,08,1976
63032,兵庫県,温泉（オンセン）,,2025,01,01,12,10,0.0,8,0.5,4,09,44,4,,,75.5,8,2010,08,30,10.5,8,2009,01,10,2006
63051,兵庫県,豊岡（トヨオカ）,47747,2025,01,01,12,10,0.0,8,0.0,4,,,,,,59.5,8,2004,08,14,13.3,8,1954,01,25,1926
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2025,01,01,12,10,0.0,8,0.5,4,07,13,4,,,67.0,8,2011,08,25,11.0,8,2016,01,20,2005
63111,兵庫県,大屋（オオヤ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.5,8,2016,09,08,11.0,8,2024,01,21,1976
63116,兵庫県,八鹿（ヨウカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,63.0,8,2011,08,16,11.0,8,2015,01,22,2005
63121,兵庫県,和田山（ワダヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.5,8,2010,07,01,9.0,8,2024,01,21,1976
63201,兵庫県,生野（イクノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73.0,8,2019,06,21,14.0,8,2020,01,08,1976
63216,兵庫県,柏原（カイバラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,94.0,8,2013,09,02,14.5,8,2015,01,15,1976
63241,兵庫県,佐用（サヨウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.0,8,2009,08,09,8.0,8,2015,01,15,1976
63251,兵庫県,一宮（イチノミヤ）,,2025,01,01,12,10,0.0,8,0.5,4,00,25,4,,,86.5,8,2012,07,20,11.5,8,2024,01,21,1976
63321,兵庫県,福崎（フクサキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,69.5,8,2009,08,02,12.0,8,2015,01,15,1976
63331,兵庫県,西脇（ニシワキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64,8,1983,09,28,10.0,8,2020,01,08,1976
63346,兵庫県,後川（シツカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.0,8,2022,07,09,13.5,8,2020,01,08,1976
63366,兵庫県,上郡（カミゴオリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,56,8,2007,08,22,10.5,8,2015,01,15,1976
63383,兵庫県,姫路（ヒメジ）,47769,2025,01,01,12,10,0.0,8,0.0,4,,,,,,79.0,8,2011,09,04,19.0,8,1950,01,30,1949
63411,兵庫県,三田（サンダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,66.0,8,2014,08,16,16.0,8,2020,01,08,1976
63461,兵庫県,三木（ミキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,59.0,8,2008,07,08,14.5,8,2020,01,08,1977
63477,兵庫県,西宮（ニシノミヤ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,78.0,8,2013,08,25,22.5,8,2020,01,08,2006
63491,兵庫県,家島（イエシマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,96,4,1976,09,10,10.0,8,2015,01,15,1976
63496,兵庫県,明石（アカシ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,63,8,2004,09,29,11.0,8,2015,01,15,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64.5,8,2014,08,10,11.5,8,2015,01,26,2006
63518,兵庫県,神戸（コウベ）,47770,2025,01,01,12,10,0.0,8,0.0,4,,,,,,87.7,8,1939,08,01,21.0,8,2020,01,08,1897
63551,兵庫県,郡家（グンゲ）,,2025,01,01,12,10,0.0,4,0.0,4,,,,,,104,8,2004,09,29,11.5,8,2015,01,15,1976
63571,兵庫県,洲本（スモト）,47776,2025,01,01,12,10,0.0,8,0.0,4,,,,,,95.2,8,1965,09,16,68.8,8,1950,01,30,1919
63588,兵庫県,南淡（ナンダン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,116.5,8,2024,08,29,11.5,8,2020,01,08,2004
64036,奈良県,奈良（ナラ）,47780,2025,01,01,12,10,0.0,8,0.0,4,,,,,,79.0,8,2000,05,13,11.0,8,2020,01,08,1953
64041,奈良県,針（ハリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,71,8,1977,07,27,16,8,1987,01,24,1976
64056,奈良県,田原本（タワラモト）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,80.0,8,2010,08,27,11.5,8,2020,01,08,1976
64076,奈良県,曽爾（ソニ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,93.5,8,2018,07,29,14.5,8,2009,01,30,1976
64091,奈良県,葛城（カツラギ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,75.5,8,2017,09,12,15.5,8,2020,01,08,1981
64101,奈良県,大宇陀（オオウダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,60.0,8,2022,09,02,15.5,8,2020,01,08,1976
64127,奈良県,五條（ゴジョウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,48.5,8,2016,07,28,9.5,8,2018,01,17,2005
64136,奈良県,吉野（ヨシノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64.0,8,2022,09,03,14.0,8,2020,01,08,1991
64161,奈良県,天川（テンカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73.5,8,2012,09,07,15.5,8,2020,01,08,2010
64206,奈良県,上北山（カミキタヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,81,8,2004,08,05,16.5,8,2009,01,30,1976
64227,奈良県,風屋（カゼヤ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,62.0,8,2009,08,10,20.0,8,2020,01,08,1977
64236,奈良県,下北山（シモキタヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,82.0,8,2018,08,24,18.0,8,2020,01,08,2014
64262,奈良県,葛川（クズカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,53.0,8,2023,08,23,12.5,8,2023,01,14,2021
65021,和歌山県,葛城山（カツラギサン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,90.5,8,2020,09,05,22.5,8,2020,01,08,1976
65026,和歌山県,かつらぎ（カツラギ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,78,8,2003,08,26,19.0,8,2018,01,17,1979
65036,和歌山県,友ケ島（トモガシマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,88,8,2003,10,13,14.5,8,2020,01,08,1998
65042,和歌山県,和歌山（ワカヤマ）,47777,2025,01,01,12,10,0.0,8,0.0,4,,,,,,122.5,8,2009,11,11,30.0,8,1975,01,22,1933
65061,和歌山県,高野山（コウヤサン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,72,8,1976,07,28,21,8,1989,01,20,1976
65106,和歌山県,湯浅（ユアサ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,83.5,8,2023,06,02,44.0,8,2020,01,08,1976
65121,和歌山県,清水（シミズ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,70.0,8,2023,06,02,31.5,8,2020,01,08,1976
65127,和歌山県,護摩壇山（ゴマダンザン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,70.0,8,2018,09,04,26.0,8,2020,01,08,2010
65162,和歌山県,龍神（リュウジン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,82.0,8,2023,09,21,25,8,1995,01,04,1994
65201,和歌山県,川辺（カワベ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,99,8,2006,07,05,27.0,8,2021,01,27,1999
65226,和歌山県,本宮（ホングウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,87.0,8,2022,08,14,33.0,8,2009,01,30,1976
65256,和歌山県,栗栖川（クリスガワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,102,8,2001,08,09,32.0,8,2021,01,27,1976
65276,和歌山県,新宮（シングウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,132.5,8,2011,09,04,50,8,1979,01,30,1976
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,97.5,8,2016,07,09,19.5,8,2015,01,15,2006
65306,和歌山県,西川（ニシカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.5,8,2018,08,23,38.0,8,2009,01,30,1979
65311,和歌山県,色川（イロカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,96,8,1988,09,06,47,8,1979,01,30,1977
65321,和歌山県,日置川（ヒキガワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.5,8,2017,06,21,32,8,1996,01,15,1976
65356,和歌山県,潮岬（シオノミサキ）,47778,2025,01,01,12,10,0.0,8,0.0,4,,,,,,145.0,8,1972,11,14,48.0,8,2009,01,30,1937
66046,岡山県,上長田（カミナガタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73.0,8,2013,07,15,13.5,8,2015,01,22,1978
66056,岡山県,恩原（オンバラ）,,2025,01,01,12,10,0.0,8,0.5,4,01,19,4,,,71.5,8,2023,08,15,11.5,8,2015,01,15,1981
66091,岡山県,千屋（チヤ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,56.5,8,2024,09,11,8.0,8,2015,01,22,1978
66112,岡山県,富（トミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,62,8,2007,08,19,13.0,8,2015,01,22,2006
66127,岡山県,奈義（ナギ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,66,8,2002,07,10,9.0,8,2024,01,21,1977
66136,岡山県,今岡（イマオカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73.5,8,2019,07,08,11.0,8,2024,01,21,1976
66171,岡山県,久世（クセ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,69.5,8,2023,08,16,8.5,8,2024,01,21,1976
66186,岡山県,津山（ツヤマ）,47756,2025,01,01,12,10,0.0,8,0.0,4,,,,,,93.0,8,1977,09,03,9.9,8,1950,01,30,1943
66221,岡山県,新見（ニイミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,58,8,2005,07,01,11,8,2002,01,27,1978
66226,岡山県,下呰部（シモアザエ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,83.5,8,2023,08,16,8,8,1996,01,15,1976
66237,岡山県,旭西（アサヒニシ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,67.5,8,2013,08,05,8.0,8,2024,01,21,2010
66251,岡山県,赤磐（アカイワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64,8,2004,08,05,13,8,2008,01,12,1976
66276,岡山県,陣山（ジンヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64.5,8,2012,07,07,9,8,1996,01,15,1976
66287,岡山県,吉備中央（キビチュウオウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,65.0,8,2012,07,21,14,8,2008,01,12,2006
66296,岡山県,福渡（フクワタリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,61,8,1982,08,07,15,8,2008,01,12,1976
66306,岡山県,和気（ワケ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,87,8,2003,08,08,8.0,8,2015,01,15,1976
66336,岡山県,高梁（タカハシ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,55,8,1988,06,27,11,8,2008,01,12,1976
66346,岡山県,日応寺（ニチオウジ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,49.5,8,2017,07,29,8,8,2006,01,14,2003
66381,岡山県,佐屋（サヤ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,61,8,2007,08,19,9.5,8,2015,01,15,1976
66391,岡山県,矢掛（ヤカゲ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,60,8,1988,08,24,10,8,2008,01,12,1976
66408,岡山県,岡山（オカヤマ）,47768,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73.5,8,1994,07,07,9.5,8,2015,01,15,1933
66421,岡山県,虫明（ムシアゲ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,81,8,2004,08,05,10.0,8,2015,01,15,1976
66446,岡山県,倉敷（クラシキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,48.5,8,2022,08,21,8.5,8,2020,01,08,1976
66481,岡山県,笠岡（カサオカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,46.5,8,2008,07,05,10.5,8,2015,01,15,1976
66501,岡山県,玉野（タマノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,48,8,2004,09,29,9.0,8,2020,01,08,1976
67016,広島県,高野（タカノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73,8,2005,08,15,8,8,2006,01,14,1976
67026,広島県,道後山（ドウゴヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64.0,8,2011,07,24,8.0,8,2024,01,20,2006
67052,広島県,君田（キミタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,78,8,2006,08,21,10.0,8,2016,01,20,2006
67106,広島県,三次（ミヨシ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74,8,1996,07,22,11,8,2006,01,14,1976
67116,広島県,庄原（ショウバラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64.0,8,2010,07,16,11,8,2006,01,14,1976
67126,広島県,東城（トウジョウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,69.5,8,2012,07,28,7.5,8,2024,01,21,1976
67136,広島県,八幡（ヤワタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,72,8,1995,08,31,13,8,2002,01,26,1978
67151,広島県,大朝（オオアサ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,58.0,8,2024,07,10,13,4,1976,01,12,1976
67161,広島県,美土里（ミドリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.5,8,2015,07,10,8.0,8,2020,01,08,2006
67191,広島県,油木（ユキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,79,8,2004,08,06,12,8,1988,01,21,1978
67211,広島県,王泊（オオドマリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,65.0,8,2019,06,21,8,8,1988,01,21,1978
67212,広島県,加計（カケ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,85,8,1992,08,25,10.0,8,2020,01,08,1976
67217,広島県,都志見（ツシミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,70.0,8,2014,08,20,12.5,8,2020,01,08,2006
67231,広島県,甲田（コウダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73.5,8,2022,09,01,10,8,1996,01,15,1976
67251,広島県,上下（ジョウゲ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74.0,8,2016,07,31,11,8,1996,01,15,1976
67271,広島県,内黒山（ウチグロヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,62,8,1995,07,22,12.5,8,2020,01,08,1976
67292,広島県,三入（ミイリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,101.0,8,2014,08,20,11.0,8,2020,01,08,1976
67306,広島県,安宿（アスカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64.5,8,2024,07,24,8.5,8,2020,01,08,2010
67316,広島県,世羅（セラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,48.5,8,2021,09,04,12,8,1996,01,15,1976
67326,広島県,府中（フチュウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,59.0,8,2020,07,29,15,8,2008,01,12,1976
67351,広島県,佐伯湯来（サエキユキ）,,2025,01,01,12,10,0.0,8,0.5,4,02,42,4,,,58,8,2006,09,16,15.0,8,2020,01,08,2006
67371,広島県,志和（シワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,56.0,8,2024,07,24,13.5,8,2020,01,08,1977
67376,広島県,東広島（ヒガシヒロシマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73,8,2006,08,11,15,8,2008,01,12,1976
67386,広島県,本郷（ホンゴウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,56.5,8,2018,07,06,11,8,2008,01,12,2003
67401,広島県,福山（フクヤマ）,47767,2025,01,01,12,10,0.0,8,0.0,4,,,,,,93.0,8,2008,08,29,12.0,8,2015,01,15,1942
67421,広島県,廿日市津田（ハツカイチツタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,87,8,1987,09,11,14,8,2006,01,14,1978
67437,広島県,広島（ヒロシマ）,47765,2025,01,01,12,10,0.0,8,0.0,4,,,,,,79.2,8,1926,09,11,16.0,8,2020,01,08,1888
67461,広島県,竹原（タケハラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,57.0,8,2021,08,18,10.5,8,2020,01,08,1976
67471,広島県,生口島（イクチジマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,48,8,2007,07,03,9.5,8,2020,01,08,1976
67496,広島県,大竹（オオタケ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.0,8,2014,08,06,17.0,8,2020,01,08,1976
67511,広島県,呉（クレ）,47766,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74.7,8,1967,07,09,20.0,8,2020,01,08,1920
67566,広島県,倉橋（クラハシ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,62.0,8,2018,09,07,15.0,8,2015,01,15,1976
67576,広島県,呉市蒲刈（クレシカマガリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,59.5,8,2013,08,25,16.5,8,2020,01,08,2009
68022,島根県,西郷（サイゴウ）,47740,2025,01,01,12,10,0.0,8,0.0,4,,,,,,93.0,8,1988,09,27,14.0,8,2011,01,01,1939
68046,島根県,西郷岬（サイゴウミサキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,63.0,8,2020,08,07,11.5,8,2023,01,13,2003
68056,島根県,海士（アマ）,,2025,01,01,12,10,0.0,8,0.5,4,09,16,4,,,76.0,8,2021,08,09,17.5,8,2023,01,15,1978
68091,島根県,鹿島（カシマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,102,8,1989,10,02,11,8,2007,01,02,1976
68121,島根県,斐川（ヒカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,75.0,8,2021,07,07,11.5,8,2010,01,21,1976
68132,島根県,松江（マツエ）,47741,2025,01,01,12,10,0.0,8,0.5,4,00,02,4,,,77.9,8,1944,08,25,10.8,8,1957,01,09,1940
68156,島根県,出雲（イズモ）,,2025,01,01,12,10,0.0,8,0.5,4,09,11,4,,,67.5,8,2010,08,12,17.0,8,2010,01,21,1978
68166,島根県,大東（ダイトウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64,8,1990,09,01,9.0,8,2012,01,02,1976
68181,島根県,伯太（ハクタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,100.5,8,2013,07,15,11.5,8,2010,01,21,1976
68206,島根県,佐田（サダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74.0,8,2012,07,06,14.5,8,2009,01,10,1976
68246,島根県,大田（オオダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,77,8,2005,07,02,14,8,1983,01,30,1976
68261,島根県,掛合（カケヤ）,,2025,01,01,12,10,0.0,8,0.5,4,02,56,4,,,69.0,8,2021,07,12,8,8,2004,01,13,1976
68276,島根県,横田（ヨコタ）,,2025,01,01,12,10,0.0,8,0.5,4,00,29,4,,,92,8,1976,07,29,9,8,2008,01,11,1976
68286,島根県,福光（フクミツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,67,8,2007,08,29,19.5,8,2021,01,16,1978
68306,島根県,赤名（アカナ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,71.5,8,2021,07,12,8.0,8,2018,01,10,1978
68346,島根県,桜江（サクラエ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,92.5,8,2013,08,24,12,8,2003,01,20,1976
68351,島根県,川本（カワモト）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,59.0,8,2023,09,05,9.5,8,2017,01,09,1976
68376,島根県,浜田（ハマダ）,47755,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91.0,8,1983,07,23,14.2,8,1916,01,02,1912
68401,島根県,瑞穂（ミズホ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,62,8,2006,07,08,9.5,8,2023,01,13,1976
68421,島根県,三隅（ミスミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,100,8,1988,07,20,12,8,2005,01,15,1976
68431,島根県,弥栄（ヤサカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,83,8,1995,08,31,11.0,8,2024,01,15,1978
68436,島根県,波佐（ハザ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,82.0,8,2017,07,05,12,8,2002,01,26,1977
68456,島根県,高津（タカツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,87.0,8,2013,08,25,9.5,8,2017,01,30,2003
68462,島根県,益田（マスダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,90,4,1983,07,23,16,8,1988,01,21,1978
68501,島根県,匹見（ヒキミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,63.5,8,2010,07,12,12,4,1986,01,04,1977
68516,島根県,津和野（ツワノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91.5,8,2013,07,28,13,8,1976,01,06,1976
68541,島根県,吉賀（ヨシカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,83.5,8,2010,07,07,9.0,8,2020,01,08,2006
69006,鳥取県,境（サカイ）,47742,2025,01,01,12,10,0.0,8,0.0,4,,,,,,80.5,8,2021,07,12,21.0,8,1970,01,03,1931
69021,鳥取県,塩津（シオツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74,8,1991,07,31,12.0,8,2012,01,22,1977
69041,鳥取県,青谷（アオヤ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,72.0,8,2023,07,13,12.0,8,2023,01,27,1976
69052,鳥取県,湖山（コヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,67.0,8,2013,08,01,16.0,8,2017,01,09,2003
69061,鳥取県,岩井（イワイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.0,8,2017,09,17,13.5,8,2009,01,10,1976
69076,鳥取県,米子（ヨナゴ）,47744,2025,01,01,12,10,0.0,8,0.0,4,,,,,,66.5,8,2013,07,15,14.5,8,2011,01,01,1939
69101,鳥取県,倉吉（クラヨシ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,78,8,1987,10,17,11.5,8,2011,01,01,1976
69111,鳥取県,鹿野（シカノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,70,8,1997,09,23,16.0,8,2015,01,22,1982
69122,鳥取県,鳥取（トットリ）,47746,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.0,8,1981,07,03,16.5,8,1970,01,04,1943
69152,鳥取県,大山（ダイセン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,90,8,2005,08,15,13.5,8,2024,01,04,1982
69161,鳥取県,関金（セキガネ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,56.5,8,2019,09,10,10.5,8,2015,01,22,1977
69181,鳥取県,佐治（サジ）,,2025,01,01,12,10,0.0,8,0.5,4,00,16,4,,,97.5,8,2023,08,15,14,8,2005,01,17,1982
69196,鳥取県,若桜（ワカサ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,69,8,1991,07,31,11.0,8,2024,01,21,1977
69222,鳥取県,江尾（エビ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,87.0,8,2013,07,15,9.5,8,2015,01,22,1982
69246,鳥取県,智頭（チズ）,,2025,01,01,12,10,0.0,8,0.5,4,01,46,4,,,53.0,8,2021,07,13,14.5,8,2015,01,15,1976
69271,鳥取県,茶屋（チャヤ）,,2025,01,01,12,10,0.0,8,0.5,4,00,37,4,,,54,8,2005,07,01,8.0,8,2015,01,22,1978
71066,徳島県,池田（イケダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64,8,1983,09,28,11.5,8,2016,01,29,1976
71087,徳島県,穴吹（アナブキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,70.0,8,2013,08,02,11.5,8,2015,01,15,2001
71106,徳島県,徳島（トクシマ）,47895,2025,01,01,12,10,0.0,8,0.0,4,,,,,,90.5,8,2009,08,10,33.5,8,1950,01,30,1901
71136,徳島県,半田（ハンダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,63.5,8,2010,07,19,12.0,8,2020,01,08,1978
71191,徳島県,京上（キョウジョウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,92,8,1983,09,06,13.5,8,2015,01,15,1978
71211,徳島県,福原旭（フクハラアサヒ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,97,8,1979,09,30,28,8,1979,01,29,1976
71231,徳島県,蒲生田（カモダ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,93.5,8,2010,09,27,44,8,1988,01,21,1978
71251,徳島県,木頭（キトウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,100.5,8,2009,08,10,21,8,1979,01,29,1979
71266,徳島県,日和佐（ヒワサ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,108.5,8,2010,07,13,33,8,1990,01,10,1976
71291,徳島県,海陽（カイヨウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,120.0,8,2021,09,08,38.0,8,2020,01,28,2009
72061,香川県,内海（ウチノミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,95,8,1976,09,11,11.0,8,2020,01,08,1976
72086,香川県,高松（タカマツ）,47891,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.5,8,1998,09,22,13.5,8,2015,01,15,1941
72111,香川県,多度津（タドツ）,47890,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64.5,8,1978,09,05,11.0,8,2015,01,15,1893
72121,香川県,滝宮（タキノミヤ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,46.0,8,2024,09,10,11.0,8,2015,01,15,1976
72126,香川県,香南（コウナン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,72,8,2004,10,20,13.0,8,2016,01,29,2003
72146,香川県,引田（ヒケタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,103.5,8,2024,08,29,14,8,2006,01,14,1976
