観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,1日の最大値(mm),1日の最大値の品質情報,1日の最大値起時（時）(まで),1日の最大値起時（分）(まで),1日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,31日までの観測史上1位の値(mm),31日までの観測史上1位の値の品質情報,31日までの観測史上1位の値の年,31日までの観測史上1位の値の月,31日までの観測史上1位の値の日,31日までの1月の1位の値(mm),31日までの1月の1位の値の品質情報,31日までの1月の1位の値の年,31日までの1月の1位の値の月,31日までの1月の1位の値の日,統計開始年
52051,岐阜県,神岡（カミオカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,57,8,1998,09,22,12,8,2002,01,21,1978
52081,岐阜県,白川（シラカワ）,,2025,01,01,12,10,0.0,8,1.0,4,01,34,4,,,58.0,8,2013,08,23,15,8,2002,01,21,1978
52111,岐阜県,栃尾（トチオ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,71,8,2006,08,17,10,8,2006,01,14,1976
52131,岐阜県,御母衣（ミボロ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,52,8,1987,07,17,17.0,8,2020,01,08,1982
52137,岐阜県,清見（キヨミ）,,2025,01,01,12,10,0.0,8,0.5,4,07,21,4,,,54.5,8,2024,08,13,14,8,1997,01,02,1990
52146,岐阜県,高山（タカヤマ）,47617,2025,01,01,12,10,0.0,8,0.5,4,01,04,4,,,62.0,8,2018,07,04,10.0,8,2002,01,21,1914
52152,岐阜県,丹生川（ニュウカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,58.0,8,2010,07,01,11,8,2002,01,21,1990
52173,岐阜県,ひるがの（ヒルガノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,90,8,1999,09,15,23,8,2000,01,07,1990
52181,岐阜県,六厩（ムマヤ）,,2025,01,01,12,10,0.0,8,0.5,4,08,42,4,,,73.0,8,2008,08,28,23.5,8,2009,01,31,1978
52192,岐阜県,船山（フナヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,60,8,2004,10,20,11.0,8,2020,01,08,2002
52196,岐阜県,宮之前（ミヤノマエ）,,2025,01,01,12,10,0.0,8,0.5,4,01,13,4,,,65.5,8,2020,07,08,15.5,8,2009,01,31,1978
52221,岐阜県,長滝（ナガタキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73,8,1999,09,15,15,8,1991,01,06,1978
52286,岐阜県,萩原（ハギワラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,72.0,8,2019,09,03,12.0,8,2020,01,08,1976
52321,岐阜県,関市板取（セキシイタドリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74.0,8,2022,07,28,12.0,8,2024,01,21,2006
52331,岐阜県,八幡（ハチマン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,95,8,1987,08,08,12,8,2002,01,21,1976
52346,岐阜県,宮地（ミヤジ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,88.0,8,2008,07,03,12,8,1989,01,20,1976
52381,岐阜県,樽見（タルミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,98,8,1986,08,22,15,8,2002,01,21,1976
52406,岐阜県,金山（カナヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,108.0,8,2018,07,08,12.0,8,2020,01,08,1976
52421,岐阜県,付知（ツケチ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,72.0,8,2013,09,23,12.0,8,2020,01,08,1982
52461,岐阜県,美濃（ミノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,94.0,8,2020,08,11,11,8,2006,01,14,1976
52476,岐阜県,伽藍（ガラン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,99,8,2007,09,23,15,8,2002,01,21,1976
52482,岐阜県,黒川（クロカワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,57.0,8,2009,07,25,14.0,8,2020,01,08,1998
52511,岐阜県,揖斐川（イビガワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,96,8,2002,07,10,16,8,2002,01,21,1978
52536,岐阜県,美濃加茂（ミノカモ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.5,8,2017,07,14,13,8,2006,01,14,1976
52556,岐阜県,恵那（エナ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,77,8,2005,08,05,17,8,2002,01,21,1976
52557,岐阜県,中津川（ナカツガワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,60.0,4,2021,07,19,8.5,8,2020,01,08,2010
52571,岐阜県,関ケ原（セキガハラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91,8,2002,07,09,14.0,8,2009,01,31,1976
52581,岐阜県,大垣（オオガキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,108.5,8,2013,09,04,18,8,2002,01,21,1976
52586,岐阜県,岐阜（ギフ）,47632,2025,01,01,12,10,0.0,8,0.0,4,,,,,,99.6,8,1914,07,24,17.8,8,1950,01,31,1903
52606,岐阜県,多治見（タジミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,83.5,8,2010,07,15,21,8,2002,01,21,1976
52642,岐阜県,上石津（カミイシヅ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,54.5,8,2024,09,12,8.5,8,2024,01,21,2016
53016,三重県,北勢（ホクセイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,84,8,1976,09,11,20,8,2002,01,21,1976
53041,三重県,桑名（クワナ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,90.0,8,2022,09,03,13,8,2003,01,27,1976
53061,三重県,四日市（ヨッカイチ）,47684,2025,01,01,12,10,0.0,8,0.0,4,,,,,,105.0,8,2019,09,05,21.0,8,1998,01,18,1966
53091,三重県,亀山（カメヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89,8,2004,09,24,24,8,2002,01,21,1976
53112,三重県,上野（ウエノ）,47649,2025,01,01,12,10,0.0,8,0.0,4,,,,,,81.2,8,1953,08,14,10.9,8,1959,01,29,1937
53121,三重県,笠取山（カサトリヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,86.5,8,2021,07,12,12.0,8,2009,01,30,1976
53133,三重県,津（ツ）,47651,2025,01,01,12,10,0.0,8,0.0,4,,,,,,118.0,8,1999,09,04,26.0,8,1970,01,30,1916
53141,三重県,名張（ナバリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.0,8,2018,07,29,10.0,8,2015,01,15,1976
53151,三重県,白山（ハクサン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89,8,1993,09,09,32.0,8,2009,01,30,1979
53196,三重県,小俣（オバタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,97,8,1999,06,29,55.5,8,2009,01,31,1976
53231,三重県,粥見（カユミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,99.0,8,2015,08,25,35.5,8,2009,01,30,1976
53257,三重県,鳥羽（トバ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,103,8,1982,08,03,51.0,8,2009,01,31,1977
53287,三重県,藤坂峠（フジサカトウゲ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,127,8,1997,09,06,37,8,2003,01,27,1976
53296,三重県,南伊勢（ミナミイセ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91.0,8,2018,07,29,74.0,8,2009,01,31,1978
53307,三重県,阿児（アゴ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,99.0,8,2019,10,19,30.5,8,2009,01,31,1982
53321,三重県,宮川（ミヤガワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,139,4,2004,09,29,34,8,2002,01,21,1978
53326,三重県,紀伊長島（キイナガシマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,96.0,8,2021,09,26,43.5,8,2009,01,30,1979
53378,三重県,尾鷲（オワセ）,47663,2025,01,01,12,10,0.0,8,0.0,4,,,,,,139.0,8,1972,09,14,52.0,8,1970,01,30,1938
53401,三重県,熊野新鹿（クマノアタシカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,101.5,8,2011,09,04,58,8,2002,01,21,2001
53416,三重県,御浜（ミハマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,110,8,2002,09,27,38,8,2002,01,21,1985
54012,新潟県,粟島（アワシマ）,,2025,01,01,12,10,0.0,8,1.0,4,03,20,4,,,79.0,8,2022,08,03,11.0,8,2024,01,14,1976
54041,新潟県,弾崎（ハジキザキ）,,2025,01,01,12,10,0.0,8,0.5,4,01,06,4,,,64.0,8,2014,07,09,13.5,8,2010,01,21,1978
54056,新潟県,高根（タカネ）,,2025,01,01,12,10,0.0,8,5.5,4,00,47,4,,,72,8,1995,08,10,13,8,1980,01,06,1978
54086,新潟県,村上（ムラカミ）,,2025,01,01,12,10,0.0,8,1.0,4,01,48,4,,,63,8,2004,07,17,13,8,2007,01,08,1976
54097,新潟県,三面（ミオモテ）,,2025,01,01,12,10,0.0,8,2.0,4,00,45,4,,,94.5,8,2022,08,03,10.0,8,2010,01,06,1981
54157,新潟県,相川（アイカワ）,47602,2025,01,01,12,10,0.0,8,0.0,4,,,,,,79.8,8,1961,08,04,14.4,8,1936,01,25,1925
54166,新潟県,両津（リョウツ）,,2025,01,01,12,10,0.0,8,0.5,4,08,07,4,,,51,8,1998,08,04,11,8,2006,01,10,1976
54181,新潟県,中条（ナカジョウ）,,2025,01,01,12,10,0.0,8,2.0,4,01,09,4,,,92.0,8,2022,08,04,13,8,2008,01,05,1978
54191,新潟県,下関（シモセキ）,,2025,01,01,12,10,0.0,8,2.0,4,00,58,4,,,149.0,8,2022,08,04,13,8,1996,01,03,1976
54232,新潟県,新潟（ニイガタ）,47604,2025,01,01,12,10,0.0,8,1.0,4,10,42,4,,,97.0,8,1998,08,04,18.0,8,2002,01,11,1914
54236,新潟県,松浜（マツハマ）,,2025,01,01,12,10,0.0,8,1.0,4,01,53,4,,,53,8,2007,08,28,18,8,2008,01,05,2003
54271,新潟県,羽茂（ハモチ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74,8,1979,07,28,13.0,8,2016,01,03,1976
54296,新潟県,新津（ニイツ）,,2025,01,01,12,10,0.0,8,0.5,4,09,13,4,,,44,8,1998,08,04,12.0,8,2021,01,18,1976
54301,新潟県,瓢湖（ヒョウコ）,,2025,01,01,12,10,0.0,8,1.0,4,03,27,4,,,42.0,8,2024,07,25,8.5,8,2024,01,08,2014
54311,新潟県,赤谷（アカダニ）,,2025,01,01,12,10,0.0,8,3.5,4,02,22,4,,,78,8,2005,08,08,19,8,1977,01,07,1976
54341,新潟県,巻（マキ）,,2025,01,01,12,10,0.0,8,0.5,4,09,46,4,,,65.0,8,2014,07,09,15,8,1980,01,17,1976
54387,新潟県,寺泊（テラドマリ）,,2025,01,01,12,10,0.0,8,0.5,4,02,55,4,,,61.0,8,2022,08,14,12,8,2008,01,08,2001
54396,新潟県,三条（サンジョウ）,,2025,01,01,12,10,0.0,8,0.5,4,03,07,4,,,72,8,2005,08,10,13.0,8,2021,01,05,1976
54406,新潟県,村松（ムラマツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.5,8,2012,08,22,12,8,1995,01,18,1976
54421,新潟県,津川（ツガワ）,,2025,01,01,12,10,0.0,8,0.5,4,12,03,4,,,68.5,8,2011,07,28,10.5,8,2010,01,13,1976
54462,新潟県,宮寄上（ミヤヨリカミ）,,2025,01,01,12,10,0.0,8,1.0,4,08,10,4,,,93.5,8,2011,07,29,18,8,2005,01,11,1983
54472,新潟県,室谷（ムロヤ）,,2025,01,01,12,10,0.0,8,2.0,4,00,51,4,,,77.0,8,2013,07,27,11.5,8,2010,01,21,1993
54501,新潟県,長岡（ナガオカ）,,2025,01,01,12,10,0.0,8,1.0,4,02,18,4,,,69.0,8,2024,08,25,13.5,8,2013,01,02,1976
54506,新潟県,栃尾（トチオ）,,2025,01,01,12,10,0.5,8,3.0,4,06,04,4,,,73.5,8,2019,08,19,11.5,8,2020,01,29,1976
54541,新潟県,柏崎（カシワザキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,52,8,2007,08,22,13,8,2000,01,19,1976
54566,新潟県,守門（スモン）,,2025,01,01,12,10,0.0,8,1.0,4,11,12,4,,,82,8,2005,08,20,13,8,1991,01,09,1976
54586,新潟県,大潟（オオガタ）,,2025,01,01,12,10,0.5,8,1.5,4,06,07,4,,,54.5,8,2024,09,19,16.0,8,2021,01,03,1978
54606,新潟県,小国（オグニ）,,2025,01,01,12,10,0.0,8,0.5,4,08,38,4,,,74,8,1984,08,30,16,8,1984,01,26,1977
54616,新潟県,小出（コイデ）,,2025,01,01,12,10,1.5,8,1.5,4,12,10,4,,,60.5,8,2013,06,08,19,8,1983,01,10,1976
54621,新潟県,大湯（オオユ）,,2025,01,01,12,10,2.0,8,2.0,4,12,10,4,,,75.5,8,2022,07,26,15,8,1983,01,12,1981
54651,新潟県,高田（タカダ）,47612,2025,01,01,12,10,0.0,8,1.0,4,10,13,4,,,91.0,8,2006,10,29,15.5,8,1980,01,10,1922
54661,新潟県,安塚（ヤスヅカ）,,2025,01,01,12,10,0.0,8,4.0,4,06,53,4,,,85.0,8,2022,08,04,24,4,2006,01,05,1976
54666,新潟県,川谷（カワダニ）,,2025,01,01,12,10,1.5,8,6.0,4,09,41,4,,,58.0,8,2011,07,30,17.0,8,2012,01,27,1985
54671,新潟県,松代（マツダイ）,,2025,01,01,12,10,1.5,8,3.0,4,08,21,4,,,59.0,8,2013,08,01,17,8,1981,01,12,1977
54676,新潟県,十日町（トオカマチ）,,2025,01,01,12,10,1.5,8,3.5,4,09,42,4,,,121.0,8,2011,07,29,17,8,1981,01,11,1976
54711,新潟県,糸魚川（イトイガワ）,,2025,01,01,12,10,0.0,8,0.5,4,11,08,4,,,70,8,1976,08,14,22,8,1978,01,15,1976
54721,新潟県,能生（ノウ）,,2025,01,01,12,10,0.0,8,2.0,4,10,40,4,,,67.0,8,2012,10,11,18.5,8,2017,01,03,1976
54737,新潟県,筒方（ドウガタ）,,2025,01,01,12,10,0.0,8,1.0,4,00,09,4,,,66.0,8,2022,08,04,16.5,8,2021,01,10,1985
54761,新潟県,塩沢（シオザワ）,,2025,01,01,12,10,2.0,8,3.0,4,09,29,4,,,89.5,8,2011,07,30,13.0,8,2011,01,31,1983
54816,新潟県,関山（セキヤマ）,,2025,01,01,12,10,0.0,8,1.0,4,04,00,4,,,46.5,8,2008,07,08,13,8,1984,01,18,1976
54836,新潟県,津南（ツナン）,,2025,01,01,12,10,0.0,8,2.0,4,06,56,4,,,62,8,2005,09,10,10,8,2002,01,21,1976
54841,新潟県,湯沢（ユザワ）,,2025,01,01,12,10,0.0,8,2.5,4,07,42,4,,,62,8,1988,08,26,10,8,2007,01,07,1976
54876,新潟県,平岩（ヒライワ）,,2025,01,01,12,10,0.0,8,0.5,4,04,19,4,,,51,4,1995,07,11,16,8,1981,01,21,1978
54892,新潟県,樽本（タルモト）,,2025,01,01,12,10,0.0,8,1.5,4,02,09,4,,,62,8,1986,08,27,9.0,8,2012,01,28,1985
55022,富山県,朝日（アサヒ）,,2025,01,01,12,10,0.0,8,0.5,4,06,05,4,,,57,8,1976,08,14,12.5,8,2017,01,30,1976
55041,富山県,氷見（ヒミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.5,8,2008,07,28,15,8,2001,01,15,1978
55056,富山県,魚津（ウオヅ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,83.0,8,2014,07,19,12,8,2002,01,21,1976
55063,富山県,宇奈月（ウナヅキ）,,2025,01,01,12,10,0.0,8,0.5,4,00,33,4,,,74.0,8,2024,08,25,17.0,8,2020,01,08,1984
55091,富山県,伏木（フシキ）,47606,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74.5,8,2001,06,29,14.5,8,2016,01,24,1924
55102,富山県,富山（トヤマ）,47607,2025,01,01,12,10,0.0,8,0.5,4,01,06,4,,,75.0,8,1970,08,23,12.0,8,2002,01,21,1939
55141,富山県,砺波（トナミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,67,8,1982,08,17,11,8,2002,01,21,1976
55151,富山県,秋ヶ島（アキガシマ）,,2025,01,01,12,10,0.0,8,0.5,4,01,22,4,,,65.5,8,2023,08,26,9,8,2003,01,14,2003
55156,富山県,大山（オオヤマ）,,2025,01,01,12,10,0.0,8,1.0,4,01,00,4,,,90.0,8,2023,09,05,11.0,8,2009,01,31,1984
55166,富山県,上市（カミイチ）,,2025,01,01,12,10,0.0,8,0.5,4,04,51,4,,,146.5,8,2024,08,25,13,8,1997,01,02,1978
55191,富山県,南砺高宮（ナントタカミヤ）,,2025,01,01,12,10,0.0,8,0.5,4,06,03,4,,,62.0,8,2008,07,08,11.0,8,2019,01,23,1976
55206,富山県,八尾（ヤツオ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,70,8,1979,10,01,10,8,2003,01,14,1976
55217,富山県,立山芦峅（タテヤマアシクラ）,,2025,01,01,12,10,0.0,8,1.0,4,01,39,4,,,60.5,8,2016,07,27,10.0,8,2011,01,06,2010
55252,富山県,五箇山（ゴカヤマ）,,2025,01,01,12,10,0.0,8,1.5,4,04,30,4,,,75.0,8,2008,07,28,10.5,8,2009,01,31,2004
55267,富山県,猪谷（イノタニ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,52.5,8,2008,07,27,10,8,2002,01,21,1996
56036,石川県,珠洲（スズ）,,2025,01,01,12,10,0.0,8,0.5,4,09,28,4,,,84.5,8,2024,09,21,11.0,8,2018,01,12,1976
56052,石川県,輪島（ワジマ）,47600,2025,01,01,12,10,0.0,8,0.0,4,,,,,,121.0,8,2024,09,21,17.0,8,2005,01,04,1929
56081,石川県,門前（モンゼン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,101,8,2006,08,13,14,8,1990,01,06,1976
56093,石川県,三井（ミイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,56.0,8,2011,07,31,9.0,8,2016,01,02,2003
56116,石川県,志賀（シカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,56.5,8,2013,08,30,11,8,2005,01,19,1976
56146,石川県,七尾（ナナオ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,76.0,8,2024,08,25,14,8,2002,01,04,1976
56176,石川県,羽咋（ハクイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,70.5,8,2014,08,08,14.5,8,2019,01,21,1976
56186,石川県,かほく（カホク）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,85.5,8,2023,07,12,12.5,8,2021,01,18,1976
56192,石川県,宝達志水（ホウダツシミズ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,66,8,2005,08,11,19.0,8,2020,01,13,2003
56227,石川県,金沢（カナザワ）,47605,2025,01,01,12,10,0.0,8,0.0,4,,,,,,77.3,8,1950,09,18,17.0,8,1940,01,05,1937
56232,石川県,医王山（イオウゼン）,,2025,01,01,12,10,0.0,8,0.5,4,07,51,4,,,76.0,8,2008,07,08,10.0,8,2015,01,06,2003
56276,石川県,小松（コマツ）,,2025,01,01,12,10,0.0,8,0.5,4,01,37,4,,,65.0,8,2012,10,11,13.5,8,2009,01,10,1978
56286,石川県,白山河内（ハクサンカワチ）,,2025,01,01,12,10,0.0,8,0.5,4,01,15,4,,,108.0,8,2022,08,04,12,8,1995,01,09,1976
56301,石川県,加賀中津原（カガナカツハラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,66,8,1998,09,22,13,8,1994,01,17,1976
56346,石川県,白山白峰（ハクサンシラミネ）,,2025,01,01,12,10,0.0,8,0.5,4,02,17,4,,,91.0,8,2022,08,04,14,8,2002,01,21,1977
56401,石川県,舳倉島（ヘグラジマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,77.0,8,2018,08,31,10.5,8,2020,01,15,2014
57001,福井県,三国（ミクニ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,66.0,8,2023,07,13,14,8,2002,01,11,1976
57026,福井県,春江（ハルエ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,53,8,2004,07,18,10.0,8,2017,01,13,2003
57051,福井県,越廼（コシノ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,69.0,8,2023,07,13,14,8,2003,01,23,1978
57066,福井県,福井（フクイ）,47616,2025,01,01,12,10,0.0,8,0.0,4,,,,,,75.0,8,2004,07,18,13.5,8,2004,01,23,1940
57071,福井県,美山（ミヤマ）,,2025,01,01,12,10,0.0,8,1.0,4,00,57,4,,,96,8,2004,07,18,14,8,1989,01,19,1976
57082,福井県,勝山（カツヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,58.5,8,2008,08,28,9,8,2002,01,21,1993
57106,福井県,武生（タケフ）,,2025,01,01,12,10,0.0,8,0.5,4,03,18,4,,,79.5,8,2023,09,18,12.5,8,2009,01,09,2005
57121,福井県,大野（オオノ）,,2025,01,01,12,10,0.0,8,0.5,4,01,08,4,,,64.5,8,2008,08,28,12,8,2002,01,21,1976
57176,福井県,九頭竜（クズリュウ）,,2025,01,01,12,10,0.0,8,0.5,4,00,34,4,,,94,8,2004,08,09,16,8,2000,01,07,1982
57206,福井県,今庄（イマジョウ）,,2025,01,01,12,10,0.0,8,0.5,4,04,21,4,,,74.0,8,2022,08,05,15.0,8,2016,01,18,1976
57248,福井県,敦賀（ツルガ）,47631,2025,01,01,12,10,0.0,8,0.0,4,,,,,,58.5,8,2014,06,12,22.0,8,1974,01,21,1937
57286,福井県,美浜（ミハマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,95,8,1999,08,14,15,8,1992,01,10,1976
57311,福井県,大飯（オオイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,61,8,2005,08,13,14,8,2005,01,01,1995
57317,福井県,小浜（オバマ）,,2025,01,01,12,10,0.0,8,0.5,4,10,13,4,,,65.5,8,2018,08,24,18.0,8,2024,01,04,1976
60026,滋賀県,柳ケ瀬（ヤナガセ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,57,8,1990,07,24,14.0,8,2015,01,10,1976
60051,滋賀県,今津（イマヅ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,81,8,1999,09,15,10.5,8,2009,01,31,1976
60061,滋賀県,長浜（ナガハマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,50.5,8,2008,07,18,12,8,2002,01,21,1976
60081,滋賀県,朽木平良（クツキヘラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,79.5,8,2018,09,04,12.0,8,2009,01,31,2006
60102,滋賀県,米原（マイバラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64,8,2002,07,09,13,8,2002,01,21,2001
60116,滋賀県,南小松（ミナミコマツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,68.5,8,2012,08,18,11.0,8,2009,01,31,1976
60131,滋賀県,彦根（ヒコネ）,47761,2025,01,01,12,10,0.0,8,0.0,4,,,,,,63.5,8,2001,07,17,15.0,8,1996,01,15,1894
60161,滋賀県,近江八幡（オウミハチマン）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,65.0,8,2012,08,18,11,8,1996,01,15,1976
60196,滋賀県,東近江（ヒガシオウミ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,64,8,1984,07,21,10.5,8,2015,01,15,1976
60216,滋賀県,大津（オオツ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,76,8,2004,07,10,12.0,8,2009,01,30,1977
60226,滋賀県,信楽（シガラキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,61.0,8,2019,07,23,12,8,2002,01,21,1976
60236,滋賀県,土山（ツチヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,60.0,8,2023,09,11,14.5,8,2013,01,14,1976
61001,京都府,間人（タイザ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,51,8,1995,09,03,14.0,8,2020,01,08,1976
61031,京都府,峰山（ミネヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,81.0,8,2008,07,28,11,8,2005,01,04,1976
61076,京都府,宮津（ミヤヅ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,71.0,8,2008,07,28,12.0,8,2020,01,08,1976
61096,京都府,坂浦（サカウラ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,89.0,8,2022,07,09,10.5,8,2024,01,21,2013
61111,京都府,舞鶴（マイヅル）,47750,2025,01,01,12,10,0.0,8,0.0,4,,,,,,80.2,8,1957,07,16,13.5,8,2012,01,24,1947
61151,京都府,睦寄（ムツヨリ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,73,8,1998,07,29,9.5,8,2012,01,23,1977
61187,京都府,福知山（フクチヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,79.5,8,2018,08,29,10.5,8,2024,01,21,1976
61192,京都府,三和（ミワ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,83.0,8,2022,07,09,10.0,8,2024,01,21,1982
61196,京都府,綾部山家（アヤベヤマガ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,54.5,8,2022,07,27,9.5,8,2024,01,21,2021
61201,京都府,本庄（ホンジョウ）,,2025,01,01,12,10,0.0,8,0.5,4,02,41,4,,,81,8,1976,09,10,10.5,8,2024,01,21,1976
61206,京都府,美山（ミヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,76,8,1988,08,24,10,8,1988,01,21,1978
61241,京都府,須知（シュウチ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,74.0,8,2022,07,03,8.5,8,2020,01,08,1982
61242,京都府,園部（ソノベ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,66,8,2003,08,19,10.0,8,2020,01,08,2002
61251,京都府,京北（ケイホク）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,85.5,8,2018,08,24,10.0,8,2009,01,31,1976
61286,京都府,京都（キョウト）,47759,2025,01,01,12,10,0.0,8,0.0,4,,,,,,88.0,8,2022,07,19,15.4,8,1950,01,30,1906
61306,京都府,長岡京（ナガオカキョウ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,99,8,1987,09,10,13.5,8,2020,01,08,1976
61326,京都府,京田辺（キョウタナベ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,78.0,8,2012,08,14,13.5,8,2020,01,08,1976
62016,大阪府,能勢（ノセ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,84.5,8,2018,08,24,11.0,8,2020,01,08,1976
62037,大阪府,茨木（イバラキ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,72.0,8,2012,08,14,17.0,8,2018,01,17,2009
62046,大阪府,枚方（ヒラカタ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,91.0,8,2012,08,14,13,8,2001,01,10,1976
62051,大阪府,豊中（トヨナカ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,110,8,2006,08,22,17.0,8,2020,01,08,1976
62078,大阪府,大阪（オオサカ）,47772,2025,01,01,12,10,0.0,8,0.0,4,,,,,,77.5,8,2011,08,27,24.6,8,1950,01,30,1889
62081,大阪府,生駒山（イコマヤマ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,75,8,1999,08,11,12.0,8,2009,01,30,1976
62091,大阪府,堺（サカイ）,,2025,01,01,12,10,0.0,8,0.0,4,,,,,,93.5,8,2008,09,05,12,8,2003,01,27,1976
